"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"San Filippo del Mela";"MESSINA";"Sicilia";"";"2014";"2014-01-23T22:06:25Z";"2634465889";"15.2747402999999";"38.204262";
"Sant'Agata di Militello";"MESSINA";"Sicilia";"";"2013";"2013-01-11T17:51:28Z";"2106054914";"14.6256021999999";"38.0510074";
"Saponara";"MESSINA";"Sicilia";"";"2013";"2013-09-17T11:10:51Z";"2461453342";"15.4649477";"38.1617456999999";
"Saponara";"MESSINA";"Sicilia";"";"2014";"2014-07-07T08:46:14Z";"2583494792";"15.468328";"38.1729254999999";
"Terme Vigliatore";"MESSINA";"Sicilia";"";"2014";"2014-10-11T12:34:25Z";"3123858418";"15.1708011";"38.145308";
"Agrigento";"AGRIGENTO";"Sicilia";"";"2012";"2012-12-30T20:03:41Z";"2088989322";"13.5848663999999";"37.3209505";
"Agrigento";"AGRIGENTO";"Sicilia";"";"2015";"2015-05-27T21:57:04Z";"3552348921";"13.5967155";"37.3075656999999";
"Lampedusa e Linosa";"AGRIGENTO";"Sicilia";"";"2015";"2015-10-14T05:11:11Z";"1934826029";"12.528307";"35.5230244999999";
"Racalmuto";"AGRIGENTO";"Sicilia";"";"2012";"2012-11-22T11:13:10Z";"2026227321";"13.7769025";"37.4120107";
"Racalmuto";"AGRIGENTO";"Sicilia";"";"2012";"2012-12-30T20:30:54Z";"2089052904";"13.7345539999999";"37.4245568999999";
"Ravanusa";"AGRIGENTO";"Sicilia";"";"2012";"2012-11-25T11:25:43Z";"2031624097";"13.9814974";"37.2850301";
"Caltanissetta";"CALTANISSETTA";"Sicilia";"";"2016";"2016-01-07T17:22:33Z";"3932409216";"14.0332235999999";"37.3382502999999";
"Gela";"CALTANISSETTA";"Sicilia";"";"2013";"2013-01-21T19:16:05Z";"2122861255";"14.2599050999999";"37.0691144999999";
"Gela";"CALTANISSETTA";"Sicilia";"";"2013";"2013-01-21T19:16:47Z";"2122861421";"14.2606239";"37.0713659999999";
"Gela";"CALTANISSETTA";"Sicilia";"";"2013";"2013-01-21T20:38:59Z";"2123009349";"14.2348613";"37.0714204";
"Gela";"CALTANISSETTA";"Sicilia";"";"2014";"2014-12-12T17:22:58Z";"3231666878";"14.2288596";"37.0808144";
"Gela";"CALTANISSETTA";"Sicilia";"Ripetitore telefonia mobile Vod.-Wind";"2013";"2013-05-19T07:47:15Z";"2119048371";"14.2295081";"37.0740622";
"Gela";"CALTANISSETTA";"Sicilia";"Ripetitore telefonico mobile \"\"tre\"\"";"2014";"2014-10-29T12:44:10Z";"2119055536";"14.212823";"37.0851058";
"Gela";"CALTANISSETTA";"Sicilia";"Rip mobile \"\"tre\"\"";"2013";"2013-01-19T11:50:11Z";"2119065516";"14.2535658";"37.0625241999999";
"Gela";"CALTANISSETTA";"Sicilia";"Rip Mobile \"\"vodafone\"\"";"2013";"2013-01-19T11:51:08Z";"2119065575";"14.2559049";"37.0640910999999";
"Gela";"CALTANISSETTA";"Sicilia";"Rip. telefonia mobile";"2013";"2013-05-19T07:46:43Z";"2310763331";"14.2324935";"37.0750145";
"Gela";"CALTANISSETTA";"Sicilia";"Tim";"2013";"2013-01-19T11:50:11Z";"1582867689";"14.2260793";"37.0747284999999";
"Gela";"CALTANISSETTA";"Sicilia";"Tim";"2013";"2013-05-08T10:07:06Z";"2295670749";"14.2129107";"37.0795216";
"Gela";"CALTANISSETTA";"Sicilia";"Vodaf Rip. mobile";"2013";"2013-05-18T06:21:55Z";"2119059029";"14.2120548";"37.0789102999999";
"Mazzarino";"CALTANISSETTA";"Sicilia";"";"2015";"2015-10-18T16:02:27Z";"3791508677";"14.2073899";"37.3031577";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2012";"2012-05-22T19:15:53Z";"1762422629";"14.4403529";"37.1173773";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2014";"2014-04-01T08:18:39Z";"2757838414";"14.4387297";"37.1215248999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2014";"2014-04-01T08:18:40Z";"2757838448";"14.4377694";"37.1200064";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619609";"14.4410725";"37.1162059999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619725";"14.4446856";"37.1178141999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619734";"14.4392064";"37.1186708999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619739";"14.4393837";"37.1187232999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619741";"14.4390608";"37.1187672";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619744";"14.4392435";"37.1188273";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:03Z";"3679619745";"14.4394155";"37.118872";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:04Z";"3679619747";"14.4390926";"37.1189158999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:04Z";"3679619750";"14.43927";"37.1189682999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:04Z";"3679619796";"14.4401384";"37.1235064999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:04Z";"3679619797";"14.4403150999999";"37.1235605999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:04Z";"3679619798";"14.4399913";"37.1236014999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:04Z";"3679619800";"14.4403448";"37.1237095999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:05Z";"3679619801";"14.440021";"37.1237506";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:05Z";"3679619802";"14.4401977";"37.1238046";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:15Z";"1762422630";"14.4401736";"37.1236563";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:15Z";"1762422631";"14.436317";"37.1256273999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:18Z";"2757838371";"14.4410390999999";"37.1266036999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838403";"14.4429253";"37.1198877";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838417";"14.4400352";"37.1214812999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838420";"14.4423819";"37.1169911";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838423";"14.4425734";"37.1225163";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838426";"14.4415169999999";"37.1245513";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838429";"14.4370099";"37.1214148999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838432";"14.4416837";"37.1182211";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838434";"14.440381";"37.1222242999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838438";"14.4434369999999";"37.1159241";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838441";"14.4361061999999";"37.1210826";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838445";"14.4377484";"37.1192132999999";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838451";"14.4408899";"37.1194361";
"Niscemi";"CALTANISSETTA";"Sicilia";"";"2015";"2015-08-04T00:44:19Z";"2757838454";"14.4410419999999";"37.1252502999999";
"Centuripe";"ENNA";"Sicilia";"";"2015";"2015-10-18T13:17:51Z";"3791323625";"14.7448903";"37.5958228";
"Nissoria";"ENNA";"Sicilia";"";"2012";"2012-12-14T10:44:55Z";"2066258893";"14.4585575";"37.6633529";
"Piazza Armerina";"ENNA";"Sicilia";"";"2015";"2015-06-06T10:28:25Z";"3576571368";"14.332774";"37.4823771";
"Piazza Armerina";"ENNA";"Sicilia";"";"2015";"2015-06-06T10:28:25Z";"3576571370";"14.3331546";"37.4824301";
"Aci Sant'Antonio";"CATANIA";"Sicilia";"";"2012";"2012-11-30T11:36:21Z";"2041776901";"15.1318676";"37.6096039";
"Calatabiano";"CATANIA";"Sicilia";"";"2012";"2012-12-02T10:40:11Z";"2045881748";"15.2318829";"37.8161805";
"Calatabiano";"CATANIA";"Sicilia";"";"2012";"2012-12-02T10:40:11Z";"2045881749";"15.2326926999999";"37.8163393";
"Catania";"CATANIA";"Sicilia";"";"2012";"2012-03-24T19:29:17Z";"1689136988";"15.0727907";"37.5302609";
"Catania";"CATANIA";"Sicilia";"";"2012";"2012-05-22T19:41:17Z";"1762454709";"15.0727566999999";"37.5302156999999";
"Catania";"CATANIA";"Sicilia";"";"2012";"2012-05-22T19:41:17Z";"1762454710";"15.0769381";"37.5325068";
"Catania";"CATANIA";"Sicilia";"";"2012";"2012-11-14T12:20:12Z";"2013621238";"15.0543996";"37.3847352";
"Catania";"CATANIA";"Sicilia";"";"2012";"2012-11-20T14:35:00Z";"2023120675";"15.0618814";"37.3649516999999";
"Licodia Eubea";"CATANIA";"Sicilia";"";"2014";"2014-12-08T18:38:21Z";"3225300531";"14.7657782";"37.1008848999999";
"Mascali";"CATANIA";"Sicilia";"";"2012";"2012-12-02T10:15:38Z";"2045851148";"15.1360542";"37.7797411999999";
"Mineo";"CATANIA";"Sicilia";"";"2016";"2016-02-05T12:15:11Z";"3989948007";"14.6499124999999";"37.2206960999999";
"Paterno'";"CATANIA";"Sicilia";"";"2012";"2012-12-02T08:39:25Z";"2045777746";"14.9201274";"37.5709693";
"Ramacca";"CATANIA";"Sicilia";"Torre Albospino";"2013";"2013-11-25T17:43:53Z";"2551043833";"14.5932137";"37.4591021";
"Acate";"RAGUSA";"Sicilia";"";"2012";"2012-12-30T19:30:00Z";"2088953582";"14.4321342";"36.998964";
"Comiso";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2013";"2013-01-20T20:09:41Z";"2121647053";"14.6111513";"36.9496819";
"Comiso";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2013";"2013-01-20T20:10:26Z";"2121644430";"14.6096974999999";"36.9496304999999";
"Comiso";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2013";"2013-01-20T20:11:14Z";"2121650026";"14.6134419";"36.9505179";
"Comiso";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2013";"2013-01-20T20:11:58Z";"2121651606";"14.6092093999999";"36.9505393";
"Comiso";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2013";"2013-01-20T20:12:51Z";"2121652814";"14.6069669999999";"36.9506550999999";
"Comiso";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2013";"2013-01-20T20:13:42Z";"2121653524";"14.604596";"36.9461964999999";
"Comiso";"RAGUSA";"Sicilia";"Wi.FReeCom WI-FI Free";"2013";"2013-01-20T20:14:19Z";"2121655240";"14.6036786";"36.9459864";
"Ispica";"RAGUSA";"Sicilia";"";"2014";"2014-04-02T13:16:04Z";"2760748607";"14.9493718";"36.7401351999999";
"Ispica";"RAGUSA";"Sicilia";"";"2015";"2015-09-10T12:38:09Z";"3737391349";"14.8954606999999";"36.7888775999999";
"Ispica";"RAGUSA";"Sicilia";"";"2015";"2015-11-18T20:53:55Z";"3843525796";"14.9690135";"36.6998113";
"Ispica";"RAGUSA";"Sicilia";"";"2015";"2015-12-17T20:54:53Z";"3709437895";"14.9168623999999";"36.7734031999999";
"Ispica";"RAGUSA";"Sicilia";"";"2015";"2015-12-17T20:54:53Z";"3709437896";"14.9167317";"36.7737185";
"Ispica";"RAGUSA";"Sicilia";"";"2016";"2016-01-05T15:07:07Z";"3928840195";"14.9601492";"36.7350660999999";
"Modica";"RAGUSA";"Sicilia";"";"2013";"2013-08-18T16:28:15Z";"2218951782";"14.8198791";"36.8089967";
"Modica";"RAGUSA";"Sicilia";"";"2013";"2013-08-18T16:28:15Z";"2218951789";"14.8203589";"36.8091747";
"Modica";"RAGUSA";"Sicilia";"";"2013";"2013-12-05T17:15:09Z";"2566684574";"14.8207656";"36.8090274999999";
"Modica";"RAGUSA";"Sicilia";"";"2014";"2014-10-21T20:26:46Z";"3142603194";"14.769932";"36.7151581999999";
"Modica";"RAGUSA";"Sicilia";"";"2015";"2015-01-29T17:51:05Z";"3319275680";"14.7861715";"36.7322630999999";
"Modica";"RAGUSA";"Sicilia";"";"2015";"2015-04-08T16:51:35Z";"3445095280";"14.8161568";"36.9098682999999";
"Modica";"RAGUSA";"Sicilia";"";"2015";"2015-07-29T15:58:23Z";"3477028242";"14.8763067";"36.9337319999999";
"Modica";"RAGUSA";"Sicilia";"";"2015";"2015-07-29T15:58:23Z";"3477028245";"14.8760292";"36.9338065";
"Modica";"RAGUSA";"Sicilia";"RAI";"2015";"2015-05-06T14:49:04Z";"845160118";"14.7604707";"36.8536727999999";
"Modica";"RAGUSA";"Sicilia";"Wi-FreeCom WI-FI Free";"2015";"2015-08-09T07:26:42Z";"2121667117";"14.7728112";"36.8331129";
"Pozzallo";"RAGUSA";"Sicilia";"";"2013";"2013-09-19T18:00:29Z";"2423077788";"14.8729589";"36.7454393";
"Pozzallo";"RAGUSA";"Sicilia";"";"2014";"2014-08-20T18:17:19Z";"3030249446";"14.8423143999999";"36.7416874999999";
"Pozzallo";"RAGUSA";"Sicilia";"";"2014";"2014-08-20T20:13:32Z";"2962246667";"14.8298827";"36.7212134";
"Pozzallo";"RAGUSA";"Sicilia";"";"2015";"2015-06-20T17:45:39Z";"3607642478";"14.8493716";"36.7411851";
"Ragusa";"RAGUSA";"Sicilia";"";"2015";"2015-09-25T16:24:36Z";"1383284069";"14.5875667999999";"36.7776252";
"Ragusa";"RAGUSA";"Sicilia";"";"2015";"2015-10-06T17:20:53Z";"1164714016";"14.7419370999999";"36.9933103999999";
"Scicli";"RAGUSA";"Sicilia";"";"2015";"2015-07-30T09:40:07Z";"3673084115";"14.6977955";"36.7468308999999";
"Scicli";"RAGUSA";"Sicilia";"";"2015";"2015-07-30T09:40:07Z";"3673084116";"14.6962525";"36.7468556999999";
"Vittoria";"RAGUSA";"Sicilia";"";"2015";"2015-11-23T22:15:37Z";"1503327621";"14.5317682";"36.9404453";
"Vittoria";"RAGUSA";"Sicilia";"WI-FI FreeCom";"2013";"2013-01-20T20:16:21Z";"2121656318";"14.5904822";"36.9829849999999";
"Avola";"SIRACUSA";"Sicilia";"";"2014";"2014-12-14T18:19:49Z";"3234798581";"15.0875013";"36.9411727";
"Avola";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T11:09:58Z";"3809803771";"15.0810125";"36.9268854999999";
"Avola";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T11:09:58Z";"3809803785";"15.0822264";"36.9276010999999";
"Avola";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T11:09:58Z";"3809803786";"15.0828864";"36.9276716999999";
"Avola";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T11:09:58Z";"3809803801";"15.0827851";"36.9281245999999";
"Avola";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T11:09:59Z";"3809803808";"15.0820756";"36.9282887";
"Avola";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T11:09:59Z";"3809803809";"15.0823251";"36.9282844999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:32Z";"1762520896";"14.8219353999999";"37.1123965999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:32Z";"1762520897";"14.8230679999999";"37.1126549999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520898";"14.8220811";"37.1128755";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520899";"14.8224011";"37.1137579";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520902";"14.8216041999999";"37.1139224";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520904";"14.8211543999999";"37.1157593";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520908";"14.8200781999999";"37.1159195999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520922";"14.8207612";"37.1161614";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520924";"14.8197407";"37.1163022";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520925";"14.8185372";"37.1165706999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520926";"14.8208918999999";"37.1166788";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520927";"14.8191216";"37.1168825";
"Buccheri";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:33Z";"1762520928";"14.8192526";"37.1171550999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2013";"2013-04-01T09:38:51Z";"2241554117";"14.8553177";"37.1146541999999";
"Buccheri";"SIRACUSA";"Sicilia";"";"2013";"2013-04-01T09:38:51Z";"2241554124";"14.8530164";"37.1145815";
"Buscemi";"SIRACUSA";"Sicilia";"";"2012";"2012-05-22T20:43:32Z";"1762520895";"14.8210985";"37.1108211999999";
"Buscemi";"SIRACUSA";"Sicilia";"";"2013";"2013-04-01T09:38:51Z";"2241554119";"14.8555645";"37.1140382";
"Carlentini";"SIRACUSA";"Sicilia";"";"2015";"2015-09-27T17:05:43Z";"3761653214";"14.9775624999999";"37.2031414";
"Lentini";"SIRACUSA";"Sicilia";"";"2012";"2012-10-11T07:07:16Z";"1957999037";"14.8898559";"37.3933517999999";
"Lentini";"SIRACUSA";"Sicilia";"Sigonella TWR";"2010";"2010-08-18T16:45:09Z";"867003967";"14.9236555";"37.4054890999999";
"Noto";"SIRACUSA";"Sicilia";"";"2014";"2014-02-23T20:27:50Z";"2292546794";"15.0157112";"37.0240851";
"Noto";"SIRACUSA";"Sicilia";"";"2014";"2014-08-02T15:41:49Z";"2992439207";"14.9677109";"36.8203905";
"Noto";"SIRACUSA";"Sicilia";"";"2015";"2015-10-30T09:07:42Z";"3809663209";"14.9777939";"36.9270337999999";
"Noto";"SIRACUSA";"Sicilia";"";"2016";"2016-01-27T16:48:06Z";"3971508807";"14.9087736";"36.9845783999999";
"Noto";"SIRACUSA";"Sicilia";"Noto radio telescope INAF IRA";"2015";"2015-10-23T20:49:57Z";"2957049801";"14.9889963";"36.8760564";
"Siracusa";"SIRACUSA";"Sicilia";"";"2014";"2014-08-26T21:36:21Z";"1772346005";"15.2859879";"37.0838382";
"Siracusa";"SIRACUSA";"Sicilia";"";"2014";"2014-09-29T15:04:57Z";"3102046047";"15.2037037";"36.9713271999999";
"Siracusa";"SIRACUSA";"Sicilia";"";"2014";"2014-11-19T15:34:57Z";"3102023793";"15.2011769";"36.9586629";
"Codrongianos";"SASSARI";"Sardegna";"";"2011";"2011-11-12T20:01:06Z";"1500529599";"8.7139554";"40.6528281";
"Codrongianos";"SASSARI";"Sardegna";"";"2014";"2014-01-20T12:02:02Z";"2629675958";"8.7116494";"40.6542232999999";
"Sassari";"SASSARI";"Sardegna";"";"2012";"2012-05-05T19:51:36Z";"1741874049";"8.44668";"40.7550029";
"Sassari";"SASSARI";"Sardegna";"";"2012";"2012-05-05T19:51:36Z";"1741874051";"8.446662";"40.7567781999999";
"Sassari";"SASSARI";"Sardegna";"Monte Alvaro Ponte Radio";"2012";"2012-09-21T08:19:56Z";"1924916963";"8.32637109999999";"40.7799133999999";
"Sorso";"SASSARI";"Sardegna";"";"2012";"2012-10-16T04:17:45Z";"1967839773";"8.49335879999999";"40.8163296999999";
"Dorgali";"NUORO";"Sardegna";"";"2013";"2013-04-08T11:22:32Z";"2257996817";"9.5892825";"40.2648413";
"Dorgali";"NUORO";"Sardegna";"GSM Station";"2013";"2013-12-26T18:39:50Z";"1396439878";"9.623454";"40.28602";
"Orgosolo";"NUORO";"Sardegna";"";"2012";"2012-12-12T14:29:23Z";"2063198330";"9.3483068";"40.2022642";
"Orgosolo";"NUORO";"Sardegna";"";"2012";"2012-12-12T14:29:23Z";"2063198335";"9.35778039999999";"40.2068774";
"Orgosolo";"NUORO";"Sardegna";"";"2012";"2012-12-12T14:29:23Z";"2063198347";"9.3612351";"40.2088112";
"Cagliari";"CAGLIARI";"Sardegna";"";"2011";"2011-07-04T11:13:42Z";"1349101259";"9.1128569";"39.2431665";
"Cagliari";"CAGLIARI";"Sardegna";"";"2012";"2012-10-11T21:22:58Z";"1959410699";"9.1481893";"39.2138011999999";
"Muravera";"CAGLIARI";"Sardegna";"";"2015";"2015-07-21T08:53:15Z";"3659846292";"9.595333";"39.3484158999999";
"Muravera";"CAGLIARI";"Sardegna";"";"2015";"2015-07-21T08:53:15Z";"3659846296";"9.5961396";"39.3488159999999";
"Muravera";"CAGLIARI";"Sardegna";"";"2015";"2015-07-21T08:53:16Z";"3659852034";"9.5971671";"39.3569857";
"Muravera";"CAGLIARI";"Sardegna";"";"2015";"2015-07-21T09:01:03Z";"3659856975";"9.5976519";"39.3496128";
"Pula";"CAGLIARI";"Sardegna";"";"2015";"2015-09-12T01:05:59Z";"3739796369";"8.9153193";"38.9243838";
"Quartu Sant'Elena";"CAGLIARI";"Sardegna";"";"2013";"2013-03-16T08:58:51Z";"2204291187";"9.1979144";"39.2459431999999";
"Selargius";"CAGLIARI";"Sardegna";"";"2012";"2012-02-19T20:32:53Z";"1421008021";"9.1054291";"39.2514165999999";
"Villasimius";"CAGLIARI";"Sardegna";"";"2015";"2015-09-23T07:17:46Z";"3755453638";"9.5182609";"39.1409110999999";
"Elmas";"CAGLIARI";"Sardegna";"";"2015";"2015-11-13T16:14:44Z";"3834500265";"9.0581659";"39.2409323999999";
"Esterzili (CA)";"CAGLIARI";"Sardegna";"";"2011";"2011-06-30T08:54:42Z";"1344310975";"9.3092279";"39.7939720999999";
"Aviano";"PORDENONE";"Friuli-Venezia Giulia";"";"2015";"2015-08-09T15:11:44Z";"3506974370";"12.6157301";"46.1154800999999";
"Caneva";"PORDENONE";"Friuli-Venezia Giulia";"";"2015";"2015-12-06T22:04:34Z";"3880999149";"12.4365840999999";"46.0070175999999";
"Caneva";"PORDENONE";"Friuli-Venezia Giulia";"";"2015";"2015-12-06T22:05:59Z";"3880999150";"12.4356034";"46.0074633999999";
"Caneva";"PORDENONE";"Friuli-Venezia Giulia";"";"2015";"2015-12-06T22:05:59Z";"3880999603";"12.4358939";"46.0072657999999";
"Chions";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-11-02T17:26:28Z";"2517589031";"12.7744921999999";"45.8583374999999";
"Cimolais";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-09-19T16:52:41Z";"2456016002";"12.4344573";"46.2872881999999";
"Cimolais";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-09-20T12:06:26Z";"2465363193";"12.4456448";"46.2872606999999";
"Cordovado";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-13T15:04:35Z";"2495055713";"12.8921769";"45.8490047";
"Cordovado";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-13T15:04:36Z";"2495055771";"12.8921911999999";"45.8495542";
"Cordovado";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-13T15:04:36Z";"2495055824";"12.8835169";"45.8587688";
"Erto e Casso";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-09-01T16:49:49Z";"2441621977";"12.3819861";"46.2701046999999";
"Maniago";"PORDENONE";"Friuli-Venezia Giulia";"";"2012";"2012-05-04T12:06:56Z";"1740240284";"12.7288888999999";"46.1169444";
"Montereale Valcellina";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-18T08:46:22Z";"2500420592";"12.6783303";"46.0993748";
"Montereale Valcellina";"PORDENONE";"Friuli-Venezia Giulia";"";"2015";"2015-08-09T15:11:44Z";"3688187924";"12.6153188";"46.1495676999999";
"Morsano al Tagliamento";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-08T18:05:42Z";"2488469296";"12.9290024999999";"45.8540090999999";
"Morsano al Tagliamento";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-08T18:05:42Z";"2488469304";"12.928687";"45.8545698";
"Pravisdomini";"PORDENONE";"Friuli-Venezia Giulia";"Cella Vodafone";"2012";"2012-12-01T12:31:57Z";"1596116618";"12.6841813";"45.8007792";
"San Vito al Tagliamento";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-08-08T14:57:41Z";"2400456687";"12.8789764";"45.9455955";
"San Vito al Tagliamento";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-08-08T16:28:54Z";"2411275737";"12.8766653";"45.9455470999999";
"San Vito al Tagliamento";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-08-08T16:39:23Z";"2411287233";"12.8820567";"45.9407779";
"Sesto al Reghena";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-10-31T17:30:13Z";"2515271493";"12.8025213";"45.8303142999999";
"Sesto al Reghena";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-11-01T17:46:42Z";"2516458527";"12.8136498";"45.8514111";
"Sesto al Reghena";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-11-02T16:08:08Z";"2517508377";"12.8096797";"45.8537268999999";
"Sesto al Reghena";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-11-02T16:08:08Z";"2517508389";"12.8089957";"45.8542113";
"Sesto al Reghena";"PORDENONE";"Friuli-Venezia Giulia";"";"2013";"2013-11-02T17:00:22Z";"2517567470";"12.7950734";"45.8547246999999";
"Capracotta";"ISERNIA";"Molise";"";"2012";"2012-07-14T10:08:38Z";"1825178360";"14.2605588999999";"41.8327524999999";
"Capracotta";"ISERNIA";"Molise";"";"2012";"2012-07-14T10:08:38Z";"1825178362";"14.2603798";"41.8329358";
"Capracotta";"ISERNIA";"Molise";"";"2012";"2012-07-14T10:09:13Z";"1825179130";"14.2649814999999";"41.8282828999999";
"Capracotta";"ISERNIA";"Molise";"Ponte radio V.V.F.";"2014";"2014-11-12T11:49:11Z";"3182587309";"14.2846928";"41.8469084999999";
"Carovilli";"ISERNIA";"Molise";"";"2010";"2010-07-17T16:44:02Z";"821988568";"14.3019129";"41.7404428999999";
"Castelpetroso";"ISERNIA";"Molise";"";"2012";"2012-07-14T10:07:57Z";"1825177497";"14.3103905";"41.5395905";
