Operatore,Data,StatoAttivazione,Comune,Provincia,Identificatore
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,RONCHIS,TS,1296082031
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,1296082069
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,1296082174
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,1296082230
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,3735964936
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,3559542307
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,3559542328
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,3559543216
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,TS,3432195880
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,PN,4008248195
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,PN,3501864927
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,PN,3632895877
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,PALMANOVA,PN,1801586969
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,PN,2546880870
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,PN,3895852905
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,PN,3575549126
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,PN,3232157690
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,PN,3234781207
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,PN,3124832511
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,UD,3516049060
TELECOM ITALIA MOBILE,10/05/2013,REALIZZATO,GONARS,UD,3424994898
TELECOM ITALIA MOBILE,21/05/2013,REALIZZATO,GONARS,UD,3427614920
TELECOM ITALIA MOBILE,21/05/2013,REALIZZATO,GONARS,UD,3205305709
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,GONARS,UD,4016993968
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,GONARS,UD,3209986241
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,UD,3965021318
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,UD,3584452259
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,UD,878152528
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,UD,2273124675
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,UD,3798778282
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,UD,3800761091
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,PN,3802143004
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,FORNI DI SOTTO,PN,3804279674
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,RONCHIS,PN,3805960284
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3805960661
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3811164103
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3811164112
TELECOM ITALIA MOBILE,23/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3811164116
TELECOM ITALIA MOBILE,24/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3811164149
TELECOM ITALIA MOBILE,24/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3811741252
TELECOM ITALIA MOBILE,24/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3815632756
TELECOM ITALIA MOBILE,24/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,2553297486
TELECOM ITALIA MOBILE,24/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,PN,3713765363
TELECOM ITALIA MOBILE,24/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,UD,2112261265
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,UD,2136053282
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CIVIDALE DEL FRIULI,UD,2349560356
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3257883377
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3259038187
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,2306313115
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3277728739
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3327822269
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3327822271
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3327822872
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3327822873
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3406287724
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3632162217
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3632162218
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,CERVIGNANO DEL FRIULI,UD,3632162219
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,ARTEGNA,UD,3632162242
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,ARTEGNA,UD,3632162243
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,ARTEGNA,PN,3632162244
TELECOM ITALIA MOBILE,27/05/2013,REALIZZATO,ARTEGNA,PN,3926177174
TELECOM ITALIA MOBILE,28/05/2013,REALIZZATO,ARTEGNA,PN,1929700622
TELECOM ITALIA MOBILE,28/05/2013,REALIZZATO,ARTEGNA,PN,3364600979
TELECOM ITALIA MOBILE,28/05/2013,REALIZZATO,ARTEGNA,PN,3364600989
TELECOM ITALIA MOBILE,28/05/2013,REALIZZATO,ARTEGNA,PN,3371039905
TELECOM ITALIA MOBILE,28/05/2013,DA REALIZZARE,ARTEGNA,PN,3240242476
TELECOM ITALIA MOBILE,28/05/2013,DA REALIZZARE,ARTEGNA,PN,3977138636
TELECOM ITALIA MOBILE,29/05/2013,DA REALIZZARE,ARTEGNA,PN,3978364380
TELECOM ITALIA MOBILE,29/05/2013,DA REALIZZARE,ARTEGNA,GO,3978364385
TELECOM ITALIA MOBILE,29/05/2013,DA REALIZZARE,ARTEGNA,GO,3978364518
TELECOM ITALIA MOBILE,29/05/2013,DA REALIZZARE,ARTEGNA,GO,3978364519
TELECOM ITALIA MOBILE,29/05/2013,DA REALIZZARE,ARTEGNA,GO,1727019986
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,1728954941
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,529820211
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,746300277
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,1472204665
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,1728974475
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,1728974497
TELECOM ITALIA MOBILE,29/05/2013,REALIZZATO,AIELLO DEL FRIULI,GO,1313315695
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,AIELLO DEL FRIULI,UD,3615181730
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,AIELLO DEL FRIULI,UD,1726648919
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,AIELLO DEL FRIULI,UD,3558252352
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,AIELLO DEL FRIULI,UD,1343658669
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,AIELLO DEL FRIULI,UD,1315971364
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,UD,3927854947
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,UD,3927854948
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,UD,1996193956
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,UD,2832716831
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,PN,2155759758
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,PN,3073810453
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,PN,3073810475
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,PN,2529947372
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,GORIZIA,PN,3310495991
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,3124019981
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,3330180715
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,863211298
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1177545012
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,2361729818
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,2893120241
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1177545002
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1233645683
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1844467565
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1226430790
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1611019802
TELECOM ITALIA MOBILE,31/05/2013,REALIZZATO,MONFALCONE,PN,1776958493
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,1453837761
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,1600767162
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,3898621992
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,3900125300
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,3966742016
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,3966742028
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,2453549960
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,1850526407
TELECOM ITALIA MOBILE,04/06/2013,REALIZZATO,MONFALCONE,PN,2323490702
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,1849078304
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,1850551925
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,3169412881
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,3334394499
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,1666243969
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,2196091484
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,3169314779
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,3169393161
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,MONFALCONE,PN,3223111438
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2446121067
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2216171730
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2291355134
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2496306540
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2159031565
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2159031568
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,2465942536
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,1794126940
TELECOM ITALIA MOBILE,05/06/2013,REALIZZATO,GORIZIA,PN,3801797390
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,PN,1636840624
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,PN,1173064525
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,1692096595
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,2475317387
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,2938826670
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,1679375559
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,2328513715
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,3731724556
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,MONFALCONE,UD,1976524218
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,2335404231
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1605304159
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1582869515
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1583003522
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1324642961
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,968709630
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1979168978
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,804559411
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,804559853
TELECOM ITALIA MOBILE,10/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,3965395508
TELECOM ITALIA MOBILE,11/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,3488479080
TELECOM ITALIA MOBILE,11/06/2013,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,822017689
TELECOM ITALIA MOBILE,11/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,1950602732
TELECOM ITALIA MOBILE,11/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,2700668869
TELECOM ITALIA MOBILE,11/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,1979168118
TELECOM ITALIA MOBILE,11/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,1979168975
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,1979169741
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,1979167693
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,1942749032
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,886616484
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,746833055
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,3556795350
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,2433972417
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,2080035407
TELECOM ITALIA MOBILE,13/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,269416388
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,822072457
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,LIGNANO SABBIADORO,UD,822072458
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,822072464
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,822072467
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,822072450
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,1641022749
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,1137476132
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,2743277407
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,2743280833
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,1035910080
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,1819125978
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,739371000
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,2428697391
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,MONFALCONE,UD,1777818204
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,UD,2700376448
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,UD,3323242618
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,PN,802196480
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,PN,802197018
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,PN,1824125379
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,PN,1979173151
TELECOM ITALIA MOBILE,14/06/2013,REALIZZATO,FARRA D'ISONZO,PN,1979173153
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,FARRA D'ISONZO,PN,2950474813
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,FARRA D'ISONZO,PN,3521921746
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,FARRA D'ISONZO,PN,1316915001
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,FARRA D'ISONZO,PN,1922557128
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,FARRA D'ISONZO,PN,2524446386
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,PN,2957504117
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,PN,3172100517
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,3172100518
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,3376946905
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,2148724369
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,3530147724
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,3777894490
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,2254489061
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,2153006498
TELECOM ITALIA MOBILE,17/06/2013,REALIZZATO,MONFALCONE,UD,2148753433
TELECOM ITALIA MOBILE,18/06/2013,REALIZZATO,MONFALCONE,UD,2159127822
TELECOM ITALIA MOBILE,18/06/2013,REALIZZATO,MONFALCONE,UD,3101851909
TELECOM ITALIA MOBILE,18/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3326904927
TELECOM ITALIA MOBILE,18/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,2153016111
TELECOM ITALIA MOBILE,18/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,2159012354
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3055053044
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3291856448
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3496814990
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3766894076
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3766894077
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3766894078
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3964344623
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3261301587
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,DOBERDO' DEL LAGO,UD,3294784781
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,3326904912
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,3475503495
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,452619148
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,3954871515
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,1375637311
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,1375637468
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,3818367097
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,2290554238
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,GRADO,UD,2430845406
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,UD,3382614519
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,UD,1003829660
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,UD,1290497672
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,884396881
TELECOM ITALIA MOBILE,21/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,2291478432
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,3403943081
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,3403943085
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,3403943089
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,1937724911
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,1368271406
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,1368271407
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,1370170480
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,1374594561
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,1374595603
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,CAPRIVA DEL FRIULI,PN,2943936646
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,ZOPPOLA,PN,3704615764
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,ZOPPOLA,PN,3704615817
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,ZOPPOLA,PN,2249051750
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,ZOPPOLA,PN,2249051776
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,ZOPPOLA,PN,2368981912
TELECOM ITALIA MOBILE,24/06/2013,REALIZZATO,ZOPPOLA,PN,4002918683
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,4002918684
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885334
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885339
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885394
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885410
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885508
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885514
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885544
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,2427885559
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,1247313075
TELECOM ITALIA MOBILE,25/06/2013,REALIZZATO,ZOPPOLA,PN,1247313079
TELECOM ITALIA MOBILE,26/06/2013,DA REALIZZARE,ZOPPOLA,PN,1247313086
TELECOM ITALIA MOBILE,26/06/2013,DA REALIZZARE,VENZONE,PN,1247313100
TELECOM ITALIA MOBILE,26/06/2013,DA REALIZZARE,VENZONE,PN,1247313102
TELECOM ITALIA MOBILE,26/06/2013,DA REALIZZARE,VENZONE,PN,1247313110
TELECOM ITALIA MOBILE,28/06/2013,DA REALIZZARE,VENZONE,PN,1247313116
TELECOM ITALIA MOBILE,28/06/2013,DA REALIZZARE,VENZONE,PN,1247313132
TELECOM ITALIA MOBILE,28/06/2013,DA REALIZZARE,VENZONE,PN,1247313138
TELECOM ITALIA MOBILE,28/06/2013,DA REALIZZARE,VENZONE,PN,1247313081
TELECOM ITALIA MOBILE,28/06/2013,DA REALIZZARE,VENZONE,PN,1247313095
TELECOM ITALIA MOBILE,28/06/2013,DA REALIZZARE,VENZONE,PN,3864660208
TELECOM ITALIA MOBILE,03/07/2013,DA REALIZZARE,VENZONE,PN,3864660207
TELECOM ITALIA MOBILE,03/07/2013,DA REALIZZARE,FORNI DI SOPRA,PN,861173599
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,2905335467
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,2905344141
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,2905344931
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,1687033822
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,1368271115
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,3143509159
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,3471644722
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,1622020704
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,999597460
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,999600435
TELECOM ITALIA MOBILE,03/07/2013,REALIZZATO,FORNI DI SOPRA,PN,2949530432
