Data,StatoAttivazione,Identificatore
15/10/2012,DA REALIZZARE,2296264644
15/10/2012,DA REALIZZARE,3629261793
15/10/2012,DA REALIZZARE,3749898758
15/10/2012,DA REALIZZARE,1027852591
15/10/2012,DA REALIZZARE,1175566488
15/10/2012,DA REALIZZARE,3271031014
15/10/2012,REALIZZATO,1249011865
15/10/2012,REALIZZATO,1860961222
15/10/2012,REALIZZATO,2820241193
15/10/2012,REALIZZATO,3109260887
15/10/2012,REALIZZATO,2639520480
15/10/2012,REALIZZATO,3635757533
15/10/2012,REALIZZATO,2065523763
15/10/2012,REALIZZATO,2614501567
15/10/2012,REALIZZATO,3122372767
15/10/2012,REALIZZATO,3579074009
15/10/2012,REALIZZATO,2794712621
16/10/2012,DA REALIZZARE,2933170799
16/10/2012,DA REALIZZARE,2933172909
16/10/2012,DA REALIZZARE,2933172923
16/10/2012,DA REALIZZARE,3169101985
16/10/2012,DA REALIZZARE,3744131683
16/10/2012,REALIZZATO,2932643603
16/10/2012,REALIZZATO,2932643639
16/10/2012,REALIZZATO,2642471161
16/10/2012,REALIZZATO,2642471162
19/10/2012,REALIZZATO,2962251832
19/10/2012,REALIZZATO,1507602264
19/10/2012,REALIZZATO,1225939163
19/10/2012,REALIZZATO,2411533434
19/10/2012,REALIZZATO,451811550
19/10/2012,REALIZZATO,571821695
19/10/2012,REALIZZATO,657920488
22/10/2012,REALIZZATO,916120760
22/10/2012,REALIZZATO,938872148
22/10/2012,REALIZZATO,964679842
22/10/2012,REALIZZATO,964679908
22/10/2012,REALIZZATO,1794067267
22/10/2012,REALIZZATO,475094256
22/10/2012,REALIZZATO,1335549470
22/10/2012,REALIZZATO,805008529
22/10/2012,REALIZZATO,1335549505
22/10/2012,REALIZZATO,1839277513
22/10/2012,REALIZZATO,2646025110
22/10/2012,REALIZZATO,1250141764
22/10/2012,REALIZZATO,1335549665
22/10/2012,DA REALIZZARE,361589478
22/10/2012,DA REALIZZARE,2407245669
22/10/2012,DA REALIZZARE,1818308995
22/10/2012,DA REALIZZARE,1820886090
22/10/2012,DA REALIZZARE,1837904982
22/10/2012,DA REALIZZARE,2406440008
22/10/2012,DA REALIZZARE,2452835572
22/10/2012,DA REALIZZARE,3265746381
23/10/2012,REALIZZATO,3620758755
23/10/2012,REALIZZATO,2916648681
23/10/2012,REALIZZATO,2444594588
23/10/2012,REALIZZATO,867252342
23/10/2012,REALIZZATO,867368776
23/10/2012,REALIZZATO,853174207
23/10/2012,REALIZZATO,2130391903
23/10/2012,REALIZZATO,2130391906
23/10/2012,REALIZZATO,1335549527
23/10/2012,REALIZZATO,805008521
23/10/2012,REALIZZATO,805008553
23/10/2012,REALIZZATO,1694972814
26/10/2012,REALIZZATO,1694972853
26/10/2012,REALIZZATO,357874551
26/10/2012,REALIZZATO,500015898
26/10/2012,REALIZZATO,2846933067
26/10/2012,REALIZZATO,1801653657
26/10/2012,REALIZZATO,2646060911
26/10/2012,REALIZZATO,2351564323
26/10/2012,REALIZZATO,1115718309
26/10/2012,REALIZZATO,1115719102
26/10/2012,REALIZZATO,3165754681
26/10/2012,REALIZZATO,3165754685
26/10/2012,REALIZZATO,2920184587
26/10/2012,REALIZZATO,2997530259
26/10/2012,REALIZZATO,3718104778
26/10/2012,REALIZZATO,2065572453
26/10/2012,REALIZZATO,2286170191
26/10/2012,REALIZZATO,2955029011
26/10/2012,REALIZZATO,1768997031
31/10/2012,DA REALIZZARE,1709180139
31/10/2012,DA REALIZZARE,2051211706
31/10/2012,DA REALIZZARE,2059747640
31/10/2012,DA REALIZZARE,1774915168
31/10/2012,DA REALIZZARE,1774921845
31/10/2012,DA REALIZZARE,2065572454
31/10/2012,DA REALIZZARE,2091274371
31/10/2012,DA REALIZZARE,2280642235
31/10/2012,REALIZZATO,2280642238
31/10/2012,REALIZZATO,2323564239
31/10/2012,REALIZZATO,2421920651
31/10/2012,REALIZZATO,2422675382
31/10/2012,REALIZZATO,2684229959
31/10/2012,REALIZZATO,2869320466
31/10/2012,REALIZZATO,2280642232
31/10/2012,REALIZZATO,2280642233
31/10/2012,REALIZZATO,3647669209
31/10/2012,REALIZZATO,3647669212
07/11/2012,REALIZZATO,1709180147
07/11/2012,REALIZZATO,1709180153
07/11/2012,REALIZZATO,1709180155
07/11/2012,REALIZZATO,1709180187
07/11/2012,REALIZZATO,1709180191
07/11/2012,REALIZZATO,1709180196
07/11/2012,REALIZZATO,1709180202
07/11/2012,REALIZZATO,1774917845
09/11/2012,REALIZZATO,1774917847
09/11/2012,REALIZZATO,2273022894
09/11/2012,REALIZZATO,2273022895
19/11/2012,REALIZZATO,2273022896
19/11/2012,REALIZZATO,2280642236
19/11/2012,REALIZZATO,2280642237
19/11/2012,REALIZZATO,2079889085
19/11/2012,REALIZZATO,3882372752
19/11/2012,REALIZZATO,3898600748
19/11/2012,DA REALIZZARE,3907245371
19/11/2012,DA REALIZZARE,2914308215
19/11/2012,DA REALIZZARE,3993518633
19/11/2012,DA REALIZZARE,4016639831
19/11/2012,DA REALIZZARE,1765118484
19/11/2012,DA REALIZZARE,1765118486
19/11/2012,DA REALIZZARE,1765118487
19/11/2012,DA REALIZZARE,1765118488
19/11/2012,DA REALIZZARE,2059716978
19/11/2012,DA REALIZZARE,2058920898
19/11/2012,DA REALIZZARE,2120535223
19/11/2012,DA REALIZZARE,1718560841
30/11/2012,DA REALIZZARE,2058920768
30/11/2012,REALIZZATO,2058920811
30/11/2012,REALIZZATO,2058920903
30/11/2012,REALIZZATO,3825466341
30/11/2012,REALIZZATO,3825466348
30/11/2012,REALIZZATO,3825466349
30/11/2012,REALIZZATO,2008973099
30/11/2012,REALIZZATO,2420766677
30/11/2012,REALIZZATO,3577143115
30/11/2012,DA REALIZZARE,2661285538
30/11/2012,DA REALIZZARE,2888171890
30/11/2012,DA REALIZZARE,2888171895
30/11/2012,DA REALIZZARE,2565001324
30/11/2012,DA REALIZZARE,1313365540
30/11/2012,DA REALIZZARE,2428689893
30/11/2012,DA REALIZZARE,2690522069
30/11/2012,DA REALIZZARE,3725336371
30/11/2012,DA REALIZZARE,2565620674
04/12/2012,DA REALIZZARE,2030924821
04/12/2012,DA REALIZZARE,1949840431
04/12/2012,DA REALIZZARE,2590954789
04/12/2012,DA REALIZZARE,2590954873
10/04/2013,DA REALIZZARE,2073245131
10/04/2013,DA REALIZZARE,2494368583
10/04/2013,DA REALIZZARE,2494368591
10/04/2013,REALIZZATO,2494368593
11/04/2013,REALIZZATO,2097332590
11/04/2013,REALIZZATO,3613405051
11/04/2013,REALIZZATO,3759895720
11/04/2013,REALIZZATO,1137743770
11/04/2013,REALIZZATO,3551369973
11/04/2013,REALIZZATO,1774909618
11/04/2013,REALIZZATO,2065572518
11/04/2013,DA REALIZZARE,2065572523
11/04/2013,DA REALIZZARE,3653106134
11/04/2013,DA REALIZZARE,3683508274
11/04/2013,DA REALIZZARE,1445252828
11/04/2013,DA REALIZZARE,1774909639
11/04/2013,DA REALIZZARE,4018685032
11/04/2013,REALIZZATO,3874521413
11/04/2013,REALIZZATO,3722725861
12/04/2013,REALIZZATO,3072151832
12/04/2013,REALIZZATO,2308316606
12/04/2013,REALIZZATO,2378980538
12/04/2013,REALIZZATO,2469382025
12/04/2013,REALIZZATO,2709408323
12/04/2013,REALIZZATO,2401567084
12/04/2013,REALIZZATO,2401576219
12/04/2013,REALIZZATO,3615532894
12/04/2013,REALIZZATO,2078565013
15/04/2013,REALIZZATO,2441622409
15/04/2013,REALIZZATO,2573728031
15/04/2013,REALIZZATO,2614059340
15/04/2013,REALIZZATO,2709408293
15/04/2013,REALIZZATO,2058920978
15/04/2013,DA REALIZZARE,2058920952
15/04/2013,DA REALIZZARE,2058920958
15/04/2013,DA REALIZZARE,2120535225
15/04/2013,DA REALIZZARE,3881202971
15/04/2013,DA REALIZZARE,3881202988
15/04/2013,DA REALIZZARE,3778227540
15/04/2013,DA REALIZZARE,3778235870
15/04/2013,DA REALIZZARE,568821859
15/04/2013,DA REALIZZARE,3390326260
15/04/2013,DA REALIZZARE,2052853385
15/04/2013,DA REALIZZARE,2871475433
15/04/2013,DA REALIZZARE,1234726953
15/04/2013,DA REALIZZARE,1602176099
15/04/2013,DA REALIZZARE,1234817519
15/04/2013,REALIZZATO,2306414445
15/04/2013,REALIZZATO,1993832205
15/04/2013,REALIZZATO,2141295422
15/04/2013,REALIZZATO,2141295428
15/04/2013,REALIZZATO,3306573695
15/04/2013,REALIZZATO,2141295416
16/04/2013,REALIZZATO,2141295423
16/04/2013,REALIZZATO,3613404271
16/04/2013,REALIZZATO,3821947553
16/04/2013,REALIZZATO,3199756685
16/04/2013,REALIZZATO,3635480431
16/04/2013,REALIZZATO,3936252592
16/04/2013,REALIZZATO,3940708350
16/04/2013,REALIZZATO,3942631788
16/04/2013,REALIZZATO,3191656961
16/04/2013,REALIZZATO,3646197319
16/04/2013,REALIZZATO,3649620029
16/04/2013,REALIZZATO,3163309939
16/04/2013,REALIZZATO,3737558979
16/04/2013,REALIZZATO,3435749691
16/04/2013,REALIZZATO,792258048
16/04/2013,REALIZZATO,3329854779
16/04/2013,REALIZZATO,3928880081
16/04/2013,REALIZZATO,3217604523
16/04/2013,REALIZZATO,3770463368
16/04/2013,REALIZZATO,3774132804
16/04/2013,REALIZZATO,3774132805
16/04/2013,REALIZZATO,3913279438
16/04/2013,REALIZZATO,3913279446
16/04/2013,REALIZZATO,2549849184
16/04/2013,REALIZZATO,2549849225
18/04/2013,REALIZZATO,3588412711
18/04/2013,REALIZZATO,2572208030
18/04/2013,REALIZZATO,3439542552
18/04/2013,REALIZZATO,3441406494
18/04/2013,REALIZZATO,3383702789
18/04/2013,REALIZZATO,3829952766
18/04/2013,REALIZZATO,3119419154
18/04/2013,REALIZZATO,3920352484
18/04/2013,REALIZZATO,3493211455
18/04/2013,REALIZZATO,3463382827
18/04/2013,REALIZZATO,3465018630
18/04/2013,REALIZZATO,3465018858
18/04/2013,REALIZZATO,3277646948
18/04/2013,REALIZZATO,3475558763
18/04/2013,REALIZZATO,3599518898
23/04/2013,REALIZZATO,3613601679
23/04/2013,REALIZZATO,2481130577
23/04/2013,REALIZZATO,3782598229
23/04/2013,REALIZZATO,3251078068
23/04/2013,REALIZZATO,3251337912
23/04/2013,REALIZZATO,3710551052
23/04/2013,REALIZZATO,3710551891
23/04/2013,REALIZZATO,3618382069
02/05/2013,REALIZZATO,3883880490
02/05/2013,REALIZZATO,3632096870
02/05/2013,REALIZZATO,3632096877
02/05/2013,REALIZZATO,3640847929
02/05/2013,REALIZZATO,3640847933
06/05/2013,REALIZZATO,3640847937
06/05/2013,REALIZZATO,3640847961
06/05/2013,REALIZZATO,3640847985
06/05/2013,REALIZZATO,3640848105
06/05/2013,REALIZZATO,3640848192
06/05/2013,REALIZZATO,3642804812
06/05/2013,REALIZZATO,3642804812
06/05/2013,REALIZZATO,3642804881
06/05/2013,REALIZZATO,1213750379
06/05/2013,REALIZZATO,2747486734
06/05/2013,REALIZZATO,2987833861
06/05/2013,REALIZZATO,3283132088
06/05/2013,REALIZZATO,3317622668
06/05/2013,REALIZZATO,3325415830
06/05/2013,REALIZZATO,3837254738
06/05/2013,REALIZZATO,3992442597
06/05/2013,REALIZZATO,3992442669
06/05/2013,REALIZZATO,3880568420
06/05/2013,REALIZZATO,3880568453
06/05/2013,REALIZZATO,3339972501
06/05/2013,REALIZZATO,3100922287
06/05/2013,REALIZZATO,3527061284
06/05/2013,REALIZZATO,3527069284
09/05/2013,REALIZZATO,3528097685
09/05/2013,REALIZZATO,3528465972
09/05/2013,REALIZZATO,3529225209
09/05/2013,REALIZZATO,3534160389
09/05/2013,REALIZZATO,3534160491
09/05/2013,REALIZZATO,1735123553
09/05/2013,REALIZZATO,3632162648
09/05/2013,REALIZZATO,3632162667
09/05/2013,REALIZZATO,3632162844
09/05/2013,REALIZZATO,3632162852
09/05/2013,REALIZZATO,3976977376
09/05/2013,REALIZZATO,2266793015
09/05/2013,REALIZZATO,3851932431
09/05/2013,REALIZZATO,3851932453
10/05/2013,REALIZZATO,2715402252
10/05/2013,REALIZZATO,3205415694
10/05/2013,REALIZZATO,3206999280
10/05/2013,REALIZZATO,1296082031
10/05/2013,REALIZZATO,1296082069
10/05/2013,REALIZZATO,1296082174
10/05/2013,REALIZZATO,1296082230
10/05/2013,REALIZZATO,3735964936
10/05/2013,REALIZZATO,3559542307
10/05/2013,REALIZZATO,3559542328
10/05/2013,REALIZZATO,3559543216
10/05/2013,REALIZZATO,3432195880
10/05/2013,REALIZZATO,4008248195
10/05/2013,REALIZZATO,3501864927
10/05/2013,REALIZZATO,3632895877
10/05/2013,REALIZZATO,1801586969
10/05/2013,REALIZZATO,2546880870
10/05/2013,REALIZZATO,3895852905
10/05/2013,REALIZZATO,3575549126
10/05/2013,REALIZZATO,3232157690
10/05/2013,REALIZZATO,3234781207
10/05/2013,REALIZZATO,3124832511
10/05/2013,REALIZZATO,3516049060
10/05/2013,REALIZZATO,3424994898
21/05/2013,REALIZZATO,3427614920
21/05/2013,REALIZZATO,3205305709
23/05/2013,REALIZZATO,4016993968
23/05/2013,REALIZZATO,3209986241
23/05/2013,REALIZZATO,3965021318
23/05/2013,REALIZZATO,3584452259
23/05/2013,REALIZZATO,878152528
23/05/2013,REALIZZATO,2273124675
23/05/2013,REALIZZATO,3798778282
23/05/2013,REALIZZATO,3800761091
23/05/2013,REALIZZATO,3802143004
23/05/2013,REALIZZATO,3804279674
23/05/2013,REALIZZATO,3805960284
23/05/2013,REALIZZATO,3805960661
23/05/2013,REALIZZATO,3811164103
23/05/2013,REALIZZATO,3811164112
23/05/2013,REALIZZATO,3811164116
24/05/2013,REALIZZATO,3811164149
24/05/2013,REALIZZATO,3811741252
24/05/2013,REALIZZATO,3815632756
24/05/2013,REALIZZATO,2553297486
24/05/2013,REALIZZATO,3713765363
24/05/2013,REALIZZATO,2112261265
27/05/2013,REALIZZATO,2136053282
27/05/2013,REALIZZATO,2349560356
27/05/2013,REALIZZATO,3257883377
27/05/2013,REALIZZATO,3259038187
27/05/2013,REALIZZATO,2306313115
27/05/2013,REALIZZATO,3277728739
27/05/2013,REALIZZATO,3327822269
27/05/2013,REALIZZATO,3327822271
27/05/2013,REALIZZATO,3327822872
27/05/2013,REALIZZATO,3327822873
27/05/2013,REALIZZATO,3406287724
27/05/2013,REALIZZATO,3632162217
27/05/2013,REALIZZATO,3632162218
27/05/2013,REALIZZATO,3632162219
27/05/2013,REALIZZATO,3632162242
27/05/2013,REALIZZATO,3632162243
27/05/2013,REALIZZATO,3632162244
27/05/2013,REALIZZATO,3926177174
28/05/2013,REALIZZATO,1929700622
28/05/2013,REALIZZATO,3364600979
28/05/2013,REALIZZATO,3364600989
28/05/2013,REALIZZATO,3371039905
28/05/2013,DA REALIZZARE,3240242476
28/05/2013,DA REALIZZARE,3977138636
29/05/2013,DA REALIZZARE,3978364380
29/05/2013,DA REALIZZARE,3978364385
29/05/2013,DA REALIZZARE,3978364518
29/05/2013,DA REALIZZARE,3978364519
29/05/2013,DA REALIZZARE,1727019986
29/05/2013,REALIZZATO,1728954941
29/05/2013,REALIZZATO,529820211
29/05/2013,REALIZZATO,746300277
29/05/2013,REALIZZATO,1472204665
29/05/2013,REALIZZATO,1728974475
29/05/2013,REALIZZATO,1728974497
29/05/2013,REALIZZATO,1313315695
31/05/2013,REALIZZATO,3615181730
31/05/2013,REALIZZATO,1726648919
31/05/2013,REALIZZATO,3558252352
31/05/2013,REALIZZATO,1343658669
31/05/2013,REALIZZATO,1315971364
31/05/2013,REALIZZATO,3927854947
31/05/2013,REALIZZATO,3927854948
31/05/2013,REALIZZATO,1996193956
31/05/2013,REALIZZATO,2832716831
31/05/2013,REALIZZATO,2155759758
31/05/2013,REALIZZATO,3073810453
31/05/2013,REALIZZATO,3073810475
31/05/2013,REALIZZATO,2529947372
31/05/2013,REALIZZATO,3310495991
31/05/2013,REALIZZATO,3124019981
31/05/2013,REALIZZATO,3330180715
31/05/2013,REALIZZATO,863211298
31/05/2013,REALIZZATO,1177545012
31/05/2013,REALIZZATO,2361729818
31/05/2013,REALIZZATO,2893120241
31/05/2013,REALIZZATO,1177545002
31/05/2013,REALIZZATO,1233645683
31/05/2013,REALIZZATO,1844467565
31/05/2013,REALIZZATO,1226430790
31/05/2013,REALIZZATO,1611019802
31/05/2013,REALIZZATO,1776958493
04/06/2013,REALIZZATO,1453837761
04/06/2013,REALIZZATO,1600767162
04/06/2013,REALIZZATO,3898621992
04/06/2013,REALIZZATO,3900125300
04/06/2013,REALIZZATO,3966742016
04/06/2013,REALIZZATO,3966742028
04/06/2013,REALIZZATO,2453549960
04/06/2013,REALIZZATO,1850526407
04/06/2013,REALIZZATO,2323490702
05/06/2013,REALIZZATO,1849078304
05/06/2013,REALIZZATO,1850551925
05/06/2013,REALIZZATO,3169412881
05/06/2013,REALIZZATO,3334394499
05/06/2013,REALIZZATO,1666243969
05/06/2013,REALIZZATO,2196091484
05/06/2013,REALIZZATO,3169314779
05/06/2013,REALIZZATO,3169393161
05/06/2013,REALIZZATO,3223111438
05/06/2013,REALIZZATO,2446121067
05/06/2013,REALIZZATO,2216171730
05/06/2013,REALIZZATO,2291355134
05/06/2013,REALIZZATO,2496306540
05/06/2013,REALIZZATO,2159031565
05/06/2013,REALIZZATO,2159031568
05/06/2013,REALIZZATO,2465942536
05/06/2013,REALIZZATO,1794126940
05/06/2013,REALIZZATO,3801797390
10/06/2013,REALIZZATO,1636840624
10/06/2013,REALIZZATO,1173064525
10/06/2013,REALIZZATO,1692096595
10/06/2013,REALIZZATO,2475317387
10/06/2013,REALIZZATO,2938826670
10/06/2013,REALIZZATO,1679375559
10/06/2013,REALIZZATO,2328513715
10/06/2013,REALIZZATO,3731724556
10/06/2013,REALIZZATO,1976524218
10/06/2013,REALIZZATO,2335404231
10/06/2013,REALIZZATO,1605304159
10/06/2013,REALIZZATO,1582869515
10/06/2013,REALIZZATO,1583003522
10/06/2013,REALIZZATO,1324642961
10/06/2013,REALIZZATO,968709630
10/06/2013,REALIZZATO,1979168978
10/06/2013,REALIZZATO,804559411
10/06/2013,REALIZZATO,804559853
10/06/2013,REALIZZATO,3965395508
11/06/2013,REALIZZATO,3488479080
11/06/2013,REALIZZATO,822017689
11/06/2013,REALIZZATO,1950602732
11/06/2013,REALIZZATO,2700668869
11/06/2013,REALIZZATO,1979168118
11/06/2013,REALIZZATO,1979168975
13/06/2013,REALIZZATO,1979169741
13/06/2013,REALIZZATO,1979167693
13/06/2013,REALIZZATO,1942749032
13/06/2013,REALIZZATO,886616484
13/06/2013,REALIZZATO,746833055
13/06/2013,REALIZZATO,3556795350
13/06/2013,REALIZZATO,2433972417
13/06/2013,REALIZZATO,2080035407
13/06/2013,REALIZZATO,269416388
14/06/2013,REALIZZATO,822072457
14/06/2013,REALIZZATO,822072458
14/06/2013,REALIZZATO,822072464
14/06/2013,REALIZZATO,822072467
14/06/2013,REALIZZATO,822072450
14/06/2013,REALIZZATO,1641022749
14/06/2013,REALIZZATO,1137476132
14/06/2013,REALIZZATO,2743277407
14/06/2013,REALIZZATO,2743280833
14/06/2013,REALIZZATO,1035910080
14/06/2013,REALIZZATO,1819125978
14/06/2013,REALIZZATO,739371000
14/06/2013,REALIZZATO,2428697391
14/06/2013,REALIZZATO,1777818204
14/06/2013,REALIZZATO,2700376448
14/06/2013,REALIZZATO,3323242618
14/06/2013,REALIZZATO,802196480
14/06/2013,REALIZZATO,802197018
14/06/2013,REALIZZATO,1824125379
14/06/2013,REALIZZATO,1979173151
14/06/2013,REALIZZATO,1979173153
17/06/2013,REALIZZATO,2950474813
17/06/2013,REALIZZATO,3521921746
17/06/2013,REALIZZATO,1316915001
17/06/2013,REALIZZATO,1922557128
17/06/2013,REALIZZATO,2524446386
17/06/2013,REALIZZATO,2957504117
17/06/2013,REALIZZATO,3172100517
17/06/2013,REALIZZATO,3172100518
17/06/2013,REALIZZATO,3376946905
17/06/2013,REALIZZATO,2148724369
17/06/2013,REALIZZATO,3530147724
17/06/2013,REALIZZATO,3777894490
17/06/2013,REALIZZATO,2254489061
17/06/2013,REALIZZATO,2153006498
17/06/2013,REALIZZATO,2148753433
18/06/2013,REALIZZATO,2159127822
18/06/2013,REALIZZATO,3101851909
18/06/2013,REALIZZATO,3326904927
18/06/2013,REALIZZATO,2153016111
18/06/2013,REALIZZATO,2159012354
21/06/2013,REALIZZATO,3055053044
21/06/2013,REALIZZATO,3291856448
21/06/2013,REALIZZATO,3496814990
21/06/2013,REALIZZATO,3766894076
21/06/2013,REALIZZATO,3766894077
21/06/2013,REALIZZATO,3766894078
21/06/2013,REALIZZATO,3964344623
21/06/2013,REALIZZATO,3261301587
21/06/2013,REALIZZATO,3294784781
21/06/2013,REALIZZATO,3326904912
21/06/2013,REALIZZATO,3475503495
21/06/2013,REALIZZATO,452619148
21/06/2013,REALIZZATO,3954871515
21/06/2013,REALIZZATO,1375637311
21/06/2013,REALIZZATO,1375637468
21/06/2013,REALIZZATO,3818367097
21/06/2013,REALIZZATO,2290554238
21/06/2013,REALIZZATO,2430845406
21/06/2013,REALIZZATO,3382614519
21/06/2013,REALIZZATO,1003829660
21/06/2013,REALIZZATO,1290497672
21/06/2013,REALIZZATO,884396881
21/06/2013,REALIZZATO,2291478432
24/06/2013,REALIZZATO,3403943081
24/06/2013,REALIZZATO,3403943085
24/06/2013,REALIZZATO,3403943089
24/06/2013,REALIZZATO,1937724911
24/06/2013,REALIZZATO,1368271406
24/06/2013,REALIZZATO,1368271407
24/06/2013,REALIZZATO,1370170480
24/06/2013,REALIZZATO,1374594561
24/06/2013,REALIZZATO,1374595603
24/06/2013,REALIZZATO,2943936646
24/06/2013,REALIZZATO,3704615764
24/06/2013,REALIZZATO,3704615817
24/06/2013,REALIZZATO,2249051750
24/06/2013,REALIZZATO,2249051776
24/06/2013,REALIZZATO,2368981912
24/06/2013,REALIZZATO,4002918683
25/06/2013,REALIZZATO,4002918684
25/06/2013,REALIZZATO,2427885334
25/06/2013,REALIZZATO,2427885339
25/06/2013,REALIZZATO,2427885394
25/06/2013,REALIZZATO,2427885410
25/06/2013,REALIZZATO,2427885508
25/06/2013,REALIZZATO,2427885514
25/06/2013,REALIZZATO,2427885544
25/06/2013,REALIZZATO,2427885559
25/06/2013,REALIZZATO,1247313075
25/06/2013,REALIZZATO,1247313079
26/06/2013,DA REALIZZARE,1247313086
26/06/2013,DA REALIZZARE,1247313100
26/06/2013,DA REALIZZARE,1247313102
26/06/2013,DA REALIZZARE,1247313110
28/06/2013,DA REALIZZARE,1247313116
28/06/2013,DA REALIZZARE,1247313132
28/06/2013,DA REALIZZARE,1247313138
28/06/2013,DA REALIZZARE,1247313081
28/06/2013,DA REALIZZARE,1247313095
28/06/2013,DA REALIZZARE,3864660208
03/07/2013,DA REALIZZARE,3864660207
03/07/2013,DA REALIZZARE,861173599
03/07/2013,REALIZZATO,2905335467
03/07/2013,REALIZZATO,2905344141
03/07/2013,REALIZZATO,2905344931
03/07/2013,REALIZZATO,1687033822
03/07/2013,REALIZZATO,1368271115
03/07/2013,REALIZZATO,3143509159
03/07/2013,REALIZZATO,3471644722
03/07/2013,REALIZZATO,1622020704
03/07/2013,REALIZZATO,999597460
03/07/2013,REALIZZATO,999600435
03/07/2013,REALIZZATO,2949530432
03/07/2013,REALIZZATO,1370507549
03/07/2013,DA REALIZZARE,1370507649
03/07/2013,DA REALIZZARE,1407242463
03/07/2013,DA REALIZZARE,1473107188
03/07/2013,DA REALIZZARE,3702670017
03/07/2013,DA REALIZZARE,1368271245
03/07/2013,DA REALIZZARE,1368271247
03/07/2013,DA REALIZZARE,3377940732
03/07/2013,DA REALIZZARE,1363427958
03/07/2013,DA REALIZZARE,3378189747
03/07/2013,DA REALIZZARE,3379944723
08/07/2013,DA REALIZZARE,3334623356
08/07/2013,DA REALIZZARE,1554501551
08/07/2013,REALIZZATO,1554501486
08/07/2013,REALIZZATO,3866823305
08/07/2013,REALIZZATO,2170843332
08/07/2013,REALIZZATO,2432399781
08/07/2013,REALIZZATO,3015972705
08/07/2013,REALIZZATO,2170798525
08/07/2013,REALIZZATO,2269264817
08/07/2013,REALIZZATO,2370990504
08/07/2013,REALIZZATO,2370918855
08/07/2013,REALIZZATO,2370893570
08/07/2013,REALIZZATO,2170843289
08/07/2013,REALIZZATO,2338001723
08/07/2013,REALIZZATO,2170864460
11/07/2013,REALIZZATO,2242511266
11/07/2013,REALIZZATO,2213293369
11/07/2013,REALIZZATO,1760780543
11/07/2013,REALIZZATO,2242500473
11/07/2013,REALIZZATO,2373880721
11/07/2013,REALIZZATO,1596161053
11/07/2013,REALIZZATO,1596117863
11/07/2013,REALIZZATO,1596159551
11/07/2013,REALIZZATO,1547381901
11/07/2013,REALIZZATO,3729925039
11/07/2013,REALIZZATO,3732907790
11/07/2013,REALIZZATO,2400503550
11/07/2013,REALIZZATO,1223255037
11/07/2013,REALIZZATO,2371036884
11/07/2013,REALIZZATO,1420742690
11/07/2013,REALIZZATO,1761217580
11/07/2013,REALIZZATO,2383877828
11/07/2013,REALIZZATO,2383880761
11/07/2013,REALIZZATO,2462136053
11/07/2013,REALIZZATO,2371040871
11/07/2013,REALIZZATO,1712666857
11/07/2013,REALIZZATO,1864330690
11/07/2013,REALIZZATO,1864330713
11/07/2013,REALIZZATO,1255493573
15/07/2013,REALIZZATO,1255493589
15/07/2013,REALIZZATO,1255493597
15/07/2013,REALIZZATO,1727880245
15/07/2013,REALIZZATO,1653482541
15/07/2013,DA REALIZZARE,2279350003
15/07/2013,DA REALIZZARE,2279359489
15/07/2013,DA REALIZZARE,2279388613
15/07/2013,DA REALIZZARE,2440377188
15/07/2013,DA REALIZZARE,882486792
15/07/2013,DA REALIZZARE,3670026674
15/07/2013,DA REALIZZARE,1687471689
15/07/2013,DA REALIZZARE,987469934
29/07/2013,DA REALIZZARE,980623799
29/07/2013,REALIZZATO,980623915
01/08/2013,REALIZZATO,980623966
01/08/2013,REALIZZATO,980623977
01/08/2013,REALIZZATO,980624033
01/08/2013,REALIZZATO,980624049
01/08/2013,REALIZZATO,980624061
01/08/2013,REALIZZATO,980624087
01/08/2013,REALIZZATO,980624103
01/08/2013,REALIZZATO,980624139
01/08/2013,REALIZZATO,980624155
01/08/2013,REALIZZATO,980624171
01/08/2013,REALIZZATO,980624209
01/08/2013,REALIZZATO,2176995735
01/08/2013,REALIZZATO,2400423214
01/08/2013,REALIZZATO,2412751960
01/08/2013,REALIZZATO,2412752548
01/08/2013,REALIZZATO,2412752549
01/08/2013,REALIZZATO,906753630
01/08/2013,REALIZZATO,908158003
09/08/2013,REALIZZATO,951326172
09/08/2013,REALIZZATO,993009614
09/08/2013,REALIZZATO,1253080274
09/08/2013,REALIZZATO,1253080377
09/08/2013,REALIZZATO,1392042397
09/08/2013,REALIZZATO,1233444270
09/08/2013,REALIZZATO,1818774454
09/08/2013,REALIZZATO,2204781401
09/08/2013,REALIZZATO,1435669407
09/08/2013,REALIZZATO,1081064296
09/08/2013,REALIZZATO,1710609015
09/08/2013,REALIZZATO,736066476
09/08/2013,REALIZZATO,1218891003
09/08/2013,REALIZZATO,2163962119
09/08/2013,REALIZZATO,2456734429
09/08/2013,REALIZZATO,254632325
09/08/2013,REALIZZATO,1420161549
09/08/2013,REALIZZATO,1691678256
09/08/2013,REALIZZATO,1642019568
09/08/2013,REALIZZATO,3189823108
13/09/2013,REALIZZATO,3323074240
13/09/2013,REALIZZATO,1431168166
13/09/2013,REALIZZATO,1431168174
13/09/2013,REALIZZATO,1431168222
17/09/2013,REALIZZATO,1431168234
17/09/2013,REALIZZATO,1230541921
17/09/2013,REALIZZATO,2204781405
17/09/2013,REALIZZATO,2698657990
