PROGR,DATA_AGGIORNAMENTO,ID_BENEFICIARIO,BENEFICIARIO,TIPOLOGIA_BENEFICIARIO,CODICE_FISCALE,PARTITA_IVA
104674,01/09/2016 04:33:00 PM,10739,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,
53271,03/12/2014 03:43:00 PM,11144,COMUNE DI BAGNARIA,AMMINISTRAZIONE LOCALE,86003510186,86003510186
134644,26/07/2016 12:41:00 PM,10580,COMUNE DI LECCO,AMMINISTRAZIONE LOCALE,00623530136,
222026,29/09/2017 12:53:00 PM,10610,MONTANO LUCINO,AMMINISTRAZIONE LOCALE,00000000000,
97508,14/01/2016 03:31:00 PM,10054,COMUNE DI CARAVAGGIO,AMMINISTRAZIONE LOCALE,00272830167,
239781,20/12/2017 02:19:00 PM,,RODANO,AMMINISTRAZIONE LOCALE,09179860151,09179860151
104231,01/02/2016 11:03:00 AM,,COMUNE DI LOCATE DI TRIULZI,AMMINISTRAZIONE LOCALE,80101630152,
44962,28/07/2014 07:28:00 PM,,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,00297960197
54763,05/12/2014 11:11:00 AM,10024,COMUNE DI BERBENNO DI VALTELLINA,AMMINISTRAZIONE LOCALE,00313890162,00313890162
36576,17/04/2014 10:12:00 AM,11037,COMUNE DI MONZA,AMMINISTRAZIONE LOCALE,02030880153,
95436,28/10/2015 04:34:00 PM,10597,MANDELLO DEL LARIO,AMMINISTRAZIONE LOCALE,00629950130,
97542,20/11/2015 03:35:00 PM,10101,COMUNE DI FILAGO,AMMINISTRAZIONE LOCALE,00286540166,
30603,05/12/2013 04:36:00 PM,11431,COMUNE DI BUSTO ARSIZIO,AMMINISTRAZIONE LOCALE,00224000125,00224000125
17755,20/09/2013 12:03:00 PM,11605,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,00314000209
216205,21/07/2017 11:16:00 AM,,Comune di Chiuduno,AMMINISTRAZIONE LOCALE,00278290168,
99515,25/11/2015 03:31:00 PM,10991,GAGGIANO,AMMINISTRAZIONE LOCALE,82001390150,
97396,20/11/2015 02:52:00 PM,10449,COMUNE DI VEZZA D'OGLIO,AMMINISTRAZIONE LOCALE,00882960172,
85752,29/07/2015 03:34:00 PM,,DAIRAGO,AMMINISTRAZIONE LOCALE,01068100153,
208917,12/05/2017 09:45:00 AM,,COMUNE DI VIDIGULFO,AMMINISTRAZIONE LOCALE,00385320189,
104495,01/02/2016 11:03:00 AM,,COMUNE DI MARCHENO,AMMINISTRAZIONE LOCALE,00881240170,
194645,07/04/2017 11:47:00 AM,24030,CM VALTELLINA DI MORBEGNO,AMMINISTRAZIONE LOCALE,91000680149,
222705,02/10/2017 12:29:00 PM,10062,CASSIGLIO,AMMINISTRAZIONE LOCALE,00000000000,
101067,01/12/2015 11:58:00 AM,10169,COMUNE DI PIAZZATORRE,AMMINISTRAZIONE LOCALE,00675260160,
49977,01/12/2014 03:58:00 PM,,COMUNE DI ZIBIDO SAN GIACOMO,AMMINISTRAZIONE LOCALE,80102330158,
150110,21/11/2016 05:33:00 PM,,CREMA,AMMINISTRAZIONE LOCALE,00111540191,
159362,23/12/2016 03:15:00 PM,11526,COMUNE DI SESTO CALENDE,AMMINISTRAZIONE LOCALE,00223660127,00223660127
97789,19/01/2016 11:45:00 AM,11420,COMUNE DI BISUSCHIO,AMMINISTRAZIONE LOCALE,00269810123,
135380,05/08/2016 10:22:00 AM,,COMUNE DI CREMA,AMMINISTRAZIONE LOCALE,00111540191,
48578,03/12/2014 10:50:00 AM,,COMUNE DI DERVIO,AMMINISTRAZIONE LOCALE,00570640136,
92781,05/10/2015 02:15:00 PM,,FORNOVO SAN GIOVANNI,AMMINISTRAZIONE LOCALE,84002310161,
222445,29/09/2017 03:56:00 PM,11113,TRUCCAZZANO,AMMINISTRAZIONE LOCALE,00000000000,
212729,26/06/2017 04:27:00 PM,,COMUNE DI BUSSERO,AMMINISTRAZIONE LOCALE,03063770154,
130769,12/04/2016 10:26:00 AM,11101,SOLARO,AMMINISTRAZIONE LOCALE,01549700159,00717060966
51395,17/11/2014 05:49:00 PM,11418,BESOZZO,AMMINISTRAZIONE LOCALE,00338010127,
222355,29/09/2017 03:56:00 PM,10948,CASSINA DE' PECCHI,AMMINISTRAZIONE LOCALE,00000000000,
104480,01/09/2016 05:19:00 PM,10323,COMUNE DI GAMBARA,AMMINISTRAZIONE LOCALE,00727200982,
50630,17/11/2014 05:46:00 PM,10048,CALVENZANO,AMMINISTRAZIONE LOCALE,00246370167,
51378,17/11/2014 05:49:00 PM,10025,BERGAMO,AMMINISTRAZIONE LOCALE,80034840167,
95452,28/10/2015 04:34:00 PM,11040,MUGGIO,AMMINISTRAZIONE LOCALE,02965420157,
51815,17/11/2014 05:49:00 PM,11034,MILANO,AMMINISTRAZIONE LOCALE,01199250158,
237876,06/12/2017 09:12:00 AM,216517,UC Alta Valle Camonica,AMMINISTRAZIONE LOCALE,02180620987,
38209,30/06/2014 11:31:00 AM,,COMUNE DI CASTELLI CALEPIO,AMMINISTRAZIONE LOCALE,00348070160,
104432,01/02/2016 11:03:00 AM,,COMUNE DI ZOGNO,AMMINISTRAZIONE LOCALE,00276180163,
51981,17/11/2014 05:49:00 PM,11070,RHO,AMMINISTRAZIONE LOCALE,00893240150,
24979,05/11/2013 12:44:00 PM,,Provincia di Como,AMMINISTRAZIONE LOCALE,80004650133,
103547,22/12/2015 12:44:00 PM,10724,COMUNE DI CASALMAGGIORE,AMMINISTRAZIONE LOCALE,00304940190,
18261,02/10/2013 01:13:00 PM,,COMUNE DI BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,00761890177
18247,08/05/2015 08:31:00 AM,11431,COMUNE DI BUSTO ARSIZIO VA,AMMINISTRAZIONE LOCALE,00224000125,00224000125
33666,04/02/2014 01:59:00 PM,,COMUNE DI CANEGRATE,AMMINISTRAZIONE LOCALE,00835500158,
222247,29/09/2017 03:00:00 PM,10871,ROVERBELLA,AMMINISTRAZIONE LOCALE,00000000000,
90474,08/09/2015 03:17:00 PM,,COMUNE DI TREZZO SULL'ADDA,AMMINISTRAZIONE LOCALE,83502130152,
55605,12/12/2014 05:04:00 PM,,COMUNE DI VENDROGNO,AMMINISTRAZIONE LOCALE,00651590135,
150087,21/11/2016 05:33:00 PM,,BRESSO,AMMINISTRAZIONE LOCALE,00935810150,
30638,17/02/2014 06:05:00 PM,,COMUNITA' MONTANA SEBINO BRESCIANO,AMMINISTRAZIONE LOCALE,80018850174,
49965,03/12/2014 07:01:00 PM,,COMUNE DI GALLARATE,AMMINISTRAZIONE LOCALE,00560180127,
97957,26/05/2016 11:08:00 AM,10899,COMUNE DI ASSAGO,AMMINISTRAZIONE LOCALE,80101990150,
104476,01/02/2016 11:03:00 AM,,COMUNE DI ERBUSCO,AMMINISTRAZIONE LOCALE,00759960172,
9860,13/06/2013 04:31:00 PM,940899,COMUNE DI VILLA DI CHIAVENNA,AMMINISTRAZIONE LOCALE,81002350148,81002350148
22276,08/10/2013 02:54:00 PM,13624,COMUNITA' MONTANA VALLE IMAGNA,AMMINISTRAZIONE LOCALE,02150940167,02150940167
103630,24/12/2015 12:03:00 PM,10724,COMUNE DI CASALMAGGIORE,AMMINISTRAZIONE LOCALE,00304940190,00304940190
104087,17/10/2016 04:54:00 PM,11280,COMUNE DI SANTA MARIA DELLA VERSA,AMMINISTRAZIONE LOCALE,84001190184,
238053,11/12/2017 11:25:00 AM,113958,PROVINCIA DI LECCO,AMMINISTRAZIONE LOCALE,92013170136,02193970130
131378,05/05/2016 03:21:00 PM,221795,U.C. LOMBARDA OLTRE ADDA LODIGIANO,AMMINISTRAZIONE LOCALE,92539460151,
101078,01/12/2015 11:58:00 AM,10690,COMUNE DI VAL  REZZO,AMMINISTRAZIONE LOCALE,84000950133,
93169,05/10/2015 02:15:00 PM,,TRUCCAZZANO,AMMINISTRAZIONE LOCALE,83502350156,
145181,13/10/2016 02:37:00 PM,,BRUGHERIO,AMMINISTRAZIONE LOCALE,03243880154,
54353,05/12/2014 10:36:00 AM,10414,ROE VOLCIANO,AMMINISTRAZIONE LOCALE,87001610176,
104551,01/02/2016 11:03:00 AM,,COMUNE DI VOBARNO,AMMINISTRAZIONE LOCALE,00435460175,
58825,19/01/2015 12:05:00 PM,,COMUNE DI LODRINO,AMMINISTRAZIONE LOCALE,00878650175,
98962,25/01/2016 11:17:00 AM,11033,COMUNE DI MEZZAGO,AMMINISTRAZIONE LOCALE,02863360158,
97607,14/01/2016 04:51:00 PM,10186,COMUNE DI ROMANO DI LOMBARDIA,AMMINISTRAZIONE LOCALE,00622580165,
77221,25/11/2015 02:55:00 PM,651829,PROVINCIA DEL VERBANO CUSIO OSSOLA,AMMINISTRAZIONE LOCALE,93009110037,93009110037
55359,11/12/2014 06:45:00 PM,673386,PROVINCIA DI MONZA E DELLA BRIANZA,AMMINISTRAZIONE LOCALE,94616010156,06894190963
14479,06/08/2013 03:32:00 PM,,COMUNE DI VALBONDIONE,AMMINISTRAZIONE LOCALE,01657200166,81001640168
104331,01/02/2016 11:03:00 AM,,COMUNE DI CANONICA D'ADDA,AMMINISTRAZIONE LOCALE,00342890167,
213079,26/06/2017 04:27:00 PM,,COMUNE DI SAN DONATO MILANESE,AMMINISTRAZIONE LOCALE,00828590158,
99149,20/11/2015 04:24:00 PM,11125,COMUNE DI VERMEZZO,AMMINISTRAZIONE LOCALE,82000630150,
97905,20/11/2015 03:35:00 PM,10739,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,
222326,29/09/2017 03:56:00 PM,10893,ALBAIRATE,AMMINISTRAZIONE LOCALE,00000000000,
52021,17/11/2014 05:49:00 PM,10876,SAN GIOVANNI DEL DOSSO,AMMINISTRAZIONE LOCALE,80004650208,
222096,29/09/2017 02:45:00 PM,10719,CASALBUTTANO ED UNITI,AMMINISTRAZIONE LOCALE,00000000000,
240320,17/01/2018 03:57:00 PM,,COMUNE DI BELLANO,AMMINISTRAZIONE LOCALE,00563380138,
92563,05/10/2015 02:15:00 PM,,BOSISIO PARINI,AMMINISTRAZIONE LOCALE,91002210135,
130910,26/04/2016 09:58:00 AM,10963,COMUNE DI CESANO MADERNO,AMMINISTRAZIONE LOCALE,83000130159,00985710961
13772,29/07/2013 05:46:00 PM,11305,COMUNE DI VALLE LOMELLINA,AMMINISTRAZIONE LOCALE,00471450189,00471450189
99707,26/11/2015 04:18:00 PM,24030,Comunità Montana Valtellina di Morbegno,AMMINISTRAZIONE LOCALE,91000680149,
47323,17/09/2014 04:12:00 PM,,COMUNE DI SONDRIO,AMMINISTRAZIONE LOCALE,00095450144,00095450144
38061,05/05/2014 03:17:00 PM,,COMUNE DI BORNO,AMMINISTRAZIONE LOCALE,00701670176,
238746,12/12/2017 11:45:00 AM,221756,UC - LONATE POZZOLO E DI FERNO,AMMINISTRAZIONE LOCALE,91033430124,
85814,29/07/2015 03:34:00 PM,,GORGONZOLA,AMMINISTRAZIONE LOCALE,00861930154,
98892,20/11/2015 04:24:00 PM,10856,COMUNE DI OSTIGLIA,AMMINISTRAZIONE LOCALE,00199290206,
131269,22/04/2016 01:16:00 PM,10905,BELLUSCO,AMMINISTRAZIONE LOCALE,03352640159,00749010963
49418,30/10/2014 03:46:00 PM,10997,GRAFFIGNANA,AMMINISTRAZIONE LOCALE,84504680152,
38126,05/05/2014 03:04:00 PM,,COMUNITA' MONTANA VALLE BREMBANA,AMMINISTRAZIONE LOCALE,02756440166,
210581,18/05/2017 10:44:00 AM,,COMUNE DI CHIARI,AMMINISTRAZIONE LOCALE,00606990174,
53837,05/12/2014 10:36:00 AM,11447,CASTELLANZA,AMMINISTRAZIONE LOCALE,00252280128,
223598,13/10/2017 09:02:00 AM,,TESORERIA DEL COMUNE DI SANTO STEFANO LODIGIANO,AMMINISTRAZIONE LOCALE,03946030156,
157976,12/12/2016 03:07:00 PM,11602,PROVINCIA DI BRESCIA,AMMINISTRAZIONE LOCALE,80008750178,
228118,17/11/2017 11:12:00 AM,,CASTEL GOFFREDO,AMMINISTRAZIONE LOCALE,81001030204,
77820,31/03/2015 10:03:00 AM,,COMUNE DI DESENZANO DEL GARDA,AMMINISTRAZIONE LOCALE,00575230172,
52412,21/11/2014 01:48:00 PM,10728,CASTELLEONE,AMMINISTRAZIONE LOCALE,83001230198,
239775,20/12/2017 02:19:00 PM,,RHO,AMMINISTRAZIONE LOCALE,00893240150,00893240150
97810,19/01/2016 11:53:00 AM,11450,COMUNE DI CASTELVECCANA,AMMINISTRAZIONE LOCALE,00289020125,
237967,06/12/2017 04:11:00 PM,,COMUNE DI BOVISIO MASCIAGO,AMMINISTRAZIONE LOCALE,03959350152,
222358,29/09/2017 03:56:00 PM,10958,CERNUSCO SUL NAVIGLIO,AMMINISTRAZIONE LOCALE,00000000000,
80059,14/04/2015 03:23:00 PM,958310,COMUNE DI PIAZZATORRE,AMMINISTRAZIONE LOCALE,00675260160,
52594,24/11/2014 11:45:00 AM,10774,COMUNE DI PIADENA - MN I LAGAZZI,AMMINISTRAZIONE LOCALE,81001030196,
85730,29/07/2015 03:34:00 PM,,CORVINO SAN QUIRICO,AMMINISTRAZIONE LOCALE,00460370182,
39167,16/05/2014 10:27:00 AM,,COMUNE DI MANERBA DEL GARDA,AMMINISTRAZIONE LOCALE,00866400179,
51242,17/11/2014 05:47:00 PM,10882,SUSTINENTE,AMMINISTRAZIONE LOCALE,80006510202,
98523,25/01/2016 02:26:00 PM,11451,COMUNE DI CASTIGLIONE OLONA,AMMINISTRAZIONE LOCALE,00309450120,
212822,26/06/2017 04:27:00 PM,,COMUNE DI CLUSONE,AMMINISTRAZIONE LOCALE,00245460167,
102774,15/12/2015 03:35:00 PM,11361,COMUNE DI GROSOTTO,AMMINISTRAZIONE LOCALE,00090290149,
98375,20/11/2015 04:24:00 PM,10338,COMUNE DI LENO,AMMINISTRAZIONE LOCALE,88001410179,
52273,21/11/2014 01:48:00 PM,11533,TRADATE,AMMINISTRAZIONE LOCALE,00223660127,
230019,24/11/2017 03:55:00 PM,,COMUNE DI SARONNO,AMMINISTRAZIONE LOCALE,00217130129,
228126,17/11/2017 11:12:00 AM,,CHIAVENNA,AMMINISTRAZIONE LOCALE,00115790149,
104049,01/02/2016 11:03:00 AM,,COMUNE DI SUSTINENTE,AMMINISTRAZIONE LOCALE,80006510202,
76115,13/02/2015 01:39:00 PM,10861,COMUNE DI POMPONESCO,AMMINISTRAZIONE LOCALE,83000230207,
33051,21/01/2014 10:51:00 AM,,COMUNE DI ROCCA DE' GIORGI,AMMINISTRAZIONE LOCALE,00495840183,
98957,21/01/2016 03:52:00 PM,11014,COMUNE DI LODI,AMMINISTRAZIONE LOCALE,84507570152,
88329,07/08/2015 10:34:00 AM,10972,COMUNE DI CONCOREZZO,AMMINISTRAZIONE LOCALE,03032720157,00741200968
92490,05/10/2015 02:15:00 PM,,ALBANO SANT ALESSANDRO,AMMINISTRAZIONE LOCALE,00684170160,
50704,17/11/2014 05:46:00 PM,10522,CERNUSCO LOMBARDONE,AMMINISTRAZIONE LOCALE,85001410134,
99678,26/11/2015 12:01:00 PM,,Città Metropolitana di Milano,AMMINISTRAZIONE LOCALE,08911820960,
102755,15/12/2015 03:35:00 PM,10684,COMUNE DI TURATE,AMMINISTRAZIONE LOCALE,00520110131,
223091,02/10/2017 03:49:00 PM,10456,ZONE,AMMINISTRAZIONE LOCALE,00000000000,
50141,11/11/2014 10:49:00 AM,,COMUNE DI MILANO,AMMINISTRAZIONE LOCALE,01199250158,01199250158
213189,26/06/2017 04:27:00 PM,,COMUNE DI ZERBOLÒ,AMMINISTRAZIONE LOCALE,00460320187,
221076,19/09/2017 12:41:00 PM,10279,COMUNE DI BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,00761890177
46444,08/08/2014 09:20:00 AM,10025,COMUNE DI BERGAMO - BIBLIOTECA CIVICA ANGELO MAI,AMMINISTRAZIONE LOCALE,80034840167,
85985,29/07/2015 03:34:00 PM,,NOVA MILANESE,AMMINISTRAZIONE LOCALE,01731060156,
92941,05/10/2015 02:15:00 PM,,OGGIONA CON SANTO STEFANO,AMMINISTRAZIONE LOCALE,00309390128,
88298,07/08/2015 10:34:00 AM,10094,COMUNE DI DALMINE,AMMINISTRAZIONE LOCALE,00232910166,00232910166
38129,30/06/2014 11:49:00 AM,,COMUNE DI MONTORFANO,AMMINISTRAZIONE LOCALE,00526050133,
98770,20/11/2015 04:24:00 PM,10279,COMUNE DI BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,
98514,25/01/2016 02:22:00 PM,11435,COMUNE DI CANTELLO,AMMINISTRAZIONE LOCALE,00404280125,
93242,05/10/2015 02:15:00 PM,,VILLANUOVA SUL CLISI,AMMINISTRAZIONE LOCALE,00847500170,
212930,26/06/2017 04:27:00 PM,,COMUNE DI LODI,AMMINISTRAZIONE LOCALE,84507570152,
97649,14/01/2016 05:19:00 PM,10246,COMUNE DI VILLONGO,AMMINISTRAZIONE LOCALE,00719120164,
11408,11/03/2014 12:13:00 PM,670659,Comunità Montana Lario Orientale Valle San Martino,AMMINISTRAZIONE LOCALE,92058600138,03605000169
44315,15/07/2014 06:11:00 PM,,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,00297960197
101548,09/02/2016 06:37:00 PM,,PROVINCIA DI CREMONA,AMMINISTRAZIONE LOCALE,80002130195,00291650190
101788,04/12/2015 11:00:00 AM,,PROVINCIA DI PAVIA,AMMINISTRAZIONE LOCALE,80000030181,
49572,31/10/2014 11:44:00 AM,,COMUNITA' MONTANA DELLA VALLE TROMPIA,AMMINISTRAZIONE LOCALE,83001710173,83001710173
54251,05/12/2014 10:36:00 AM,10224,TREVIOLO,AMMINISTRAZIONE LOCALE,00330220161,
97310,18/01/2016 11:07:00 AM,10335,COMUNE DI ISEO,AMMINISTRAZIONE LOCALE,00451300172,
237640,04/12/2017 09:44:00 AM,,Busto Garolfo,AMMINISTRAZIONE LOCALE,00873100150,
228204,17/11/2017 11:12:00 AM,,PIZZIGHETTONE,AMMINISTRAZIONE LOCALE,80003610195,
51630,17/11/2014 05:49:00 PM,11473,FERNO,AMMINISTRAZIONE LOCALE,00237790126,
7950,10/06/2013 06:08:00 PM,11411,COMUNE DI AZZATE,AMMINISTRAZIONE LOCALE,00308140128,
51604,17/11/2014 05:49:00 PM,10092,CURNO,AMMINISTRAZIONE LOCALE,80016350169,
34323,24/02/2014 04:03:00 PM,664352,COMUNITA' MONTANA VALLI DEL VERBANO,AMMINISTRAZIONE LOCALE,93017450128,03114910122
34614,26/02/2014 03:39:00 PM,13608,COMUNITA' MONTANA DELL'OLTREPO' PAVESE,AMMINISTRAZIONE LOCALE,95002050185,95002050185
38084,05/05/2014 03:13:00 PM,,COMUNE CORNEGLIANO LAUDENSE,AMMINISTRAZIONE LOCALE,84502770153,
29581,03/12/2013 12:22:00 PM,10278,COMUNE DI BRENO,AMMINISTRAZIONE LOCALE,00855690178,
59184,25/11/2015 03:49:00 PM,13624,COMUNITA' MONTANA VALLE IMAGNA,AMMINISTRAZIONE LOCALE,80024510168,02150940167
212772,26/06/2017 04:27:00 PM,,COMUNE DI CASORATE PRIMO,AMMINISTRAZIONE LOCALE,00468580188,
97478,14/01/2016 03:11:00 PM,10013,COMUNE DI ARDESIO,AMMINISTRAZIONE LOCALE,00328930169,
86034,29/07/2015 03:34:00 PM,,PESCAROLO ED UNITI,AMMINISTRAZIONE LOCALE,00304900194,
98517,20/11/2015 04:24:00 PM,11439,COMUNE DI CARONNO PERTUSELLA,AMMINISTRAZIONE LOCALE,00440710127,
146133,31/10/2016 03:16:00 PM,945546,COMUNE DI SANT'OMOBONO TERME,AMMINISTRAZIONE LOCALE,03990160164,03990160164
85129,09/10/2015 10:20:00 AM,542851,COMUNE DI ABBIATEGRASSO,AMMINISTRAZIONE LOCALE,01310880156,01310880156
135270,28/03/2017 03:44:00 PM,10411,COMUNE DI REZZATO,AMMINISTRAZIONE LOCALE,00634160170,
93029,05/10/2015 02:15:00 PM,,RANCIO VALCUVIA,AMMINISTRAZIONE LOCALE,00561740127,
130831,12/04/2016 10:38:00 AM,11525,SARONNO,AMMINISTRAZIONE LOCALE,00217130129,00217130129
98663,20/11/2015 04:24:00 PM,10130,COMUNE DI LOCATELLO,AMMINISTRAZIONE LOCALE,00542010160,
8157,10/06/2013 06:08:00 PM,,COMUNE DI CIVENNA,AMMINISTRAZIONE LOCALE,82002690137,
85774,29/07/2015 03:34:00 PM,,FARA GERA D ADDA,AMMINISTRAZIONE LOCALE,00294190160,
38089,30/06/2014 11:56:00 AM,,COMUNE DI SOTTO IL MONTE GIOVANNI XXIII,AMMINISTRAZIONE LOCALE,82003830161,
98287,18/01/2016 03:44:00 PM,11087,COMUNE DI SANTO STEFANO LODIGIANO,AMMINISTRAZIONE LOCALE,03946030156,
97431,20/11/2015 02:52:00 PM,10571,COMUNE DI IMBERSAGO,AMMINISTRAZIONE LOCALE,85002420132,
96164,09/11/2015 03:14:00 PM,,COMUNE DI CERNUSCO SUL NAVIGLIO,AMMINISTRAZIONE LOCALE,01217430154,
225833,20/10/2017 01:18:00 PM,10856,COMUNE DI OSTIGLIA,AMMINISTRAZIONE LOCALE,00199290206,
161500,15/02/2017 03:43:00 PM,,Comune di Varese,AMMINISTRAZIONE LOCALE,00441340122,
51785,17/11/2014 05:49:00 PM,10852,MEDOLE,AMMINISTRAZIONE LOCALE,00437020209,
58809,28/12/2016 04:14:00 PM,,COMUNE DI MAZZANO,AMMINISTRAZIONE LOCALE,00855610176,
226558,06/11/2017 12:42:00 PM,10498,COMUNE DI CANZO,AMMINISTRAZIONE LOCALE,00499820132,00499820132
104096,01/02/2016 11:03:00 AM,,COMUNE DI VELLEZZO BELLINI,AMMINISTRAZIONE LOCALE,00484670187,
53976,05/12/2014 10:36:00 AM,10645,PONTE LAMBRO,AMMINISTRAZIONE LOCALE,00601450133,
98785,21/01/2016 03:12:00 PM,10528,COMUNE DI COLICO,AMMINISTRAZIONE LOCALE,83006690131,
53552,04/12/2014 06:07:00 PM,,PROVINCIA DI LECCO,AMMINISTRAZIONE LOCALE,92013170136,
35806,02/07/2015 06:03:00 PM,10030,COMUNE DI BOLTIERE,AMMINISTRAZIONE LOCALE,84002910168,84002910168
44961,28/07/2014 07:28:00 PM,,COMUNE DI COMO,AMMINISTRAZIONE LOCALE,80005370137,00417480134
44332,15/07/2014 06:03:00 PM,,PROVINCIA DI PAVIA,AMMINISTRAZIONE LOCALE,80000030181,80000030181
38056,30/06/2014 12:02:00 PM,,COMUNE DI CASTELCOVATI,AMMINISTRAZIONE LOCALE,00724220173,
104500,01/02/2016 11:03:00 AM,,COMUNE DI MONTIRONE,AMMINISTRAZIONE LOCALE,80012470177,
194638,07/04/2017 11:47:00 AM,13624,CM VALLE IMAGNA,AMMINISTRAZIONE LOCALE,80024510168,
55424,12/12/2014 12:52:00 PM,10975,Comune di Cornaredo,AMMINISTRAZIONE LOCALE,02981700152,02981700152
51677,17/11/2014 05:49:00 PM,11214,INVERNO E MONTELEONE,AMMINISTRAZIONE LOCALE,00484170188,
26217,08/11/2013 10:05:00 AM,651829,PROVINCIA DEL VERBANO CUSIO OSSOLA,AMMINISTRAZIONE LOCALE,93009110037,93009110037
145204,13/10/2016 02:37:00 PM,,COCCAGLIO,AMMINISTRAZIONE LOCALE,00821390176,
98913,25/01/2016 11:03:00 AM,10892,COMUNE DI AICURZIO,AMMINISTRAZIONE LOCALE,02310520156,
134835,27/07/2016 10:26:00 AM,,ASSAGO,AMMINISTRAZIONE LOCALE,00600170138,
24267,29/10/2013 11:25:00 AM,,COMUNE DI PONTE NIZZA,AMMINISTRAZIONE LOCALE,00341500189,
100026,01/12/2015 10:01:00 AM,,COMUNE DI MONZA,AMMINISTRAZIONE LOCALE,02030880153,
186804,04/12/2017 03:24:00 PM,958136,UNIONE DI BELLUSCO E MEZZAGO,AMMINISTRAZIONE LOCALE,03352640159,00749010963
11559,01/03/2016 09:46:00 AM,5893,COMUNE DI COMO,AMMINISTRAZIONE LOCALE,80005370137,00417480134
54111,05/12/2014 10:36:00 AM,11094,SENAGO,AMMINISTRAZIONE LOCALE,03519480150,
52047,17/11/2014 05:49:00 PM,11096,SEREGNO,AMMINISTRAZIONE LOCALE,00870790151,
75801,05/02/2015 10:07:00 AM,10986,CUSANO MILANINO,AMMINISTRAZIONE LOCALE,83005680158,
52240,21/11/2014 11:32:00 AM,,COMUNE DI  MANTOVA,AMMINISTRAZIONE LOCALE,00189800204,
40056,06/06/2014 10:06:00 AM,662047,COMUNITA' MONTANA DEI LAGHI BERGAMASCHI,AMMINISTRAZIONE LOCALE,90029430163,03606190167
222656,02/10/2017 12:29:00 PM,10010,AMBIVERE,AMMINISTRAZIONE LOCALE,00000000000,
52315,21/11/2014 01:48:00 PM,10393,PISOGNE,AMMINISTRAZIONE LOCALE,00377510177,
30791,06/12/2013 12:34:00 PM,11108,COMUNE DI TREZZANO ROSA,AMMINISTRAZIONE LOCALE,83502090158,83502090158
222053,29/09/2017 12:53:00 PM,10662,SAN FEDELE INTELVI,AMMINISTRAZIONE LOCALE,00000000000,
92723,05/10/2015 02:15:00 PM,,COMUN NUOVO,AMMINISTRAZIONE LOCALE,00646020164,
92492,05/10/2015 02:15:00 PM,,ALBESE CON CASSANO,AMMINISTRAZIONE LOCALE,00654470137,
97437,26/05/2016 12:14:00 PM,10597,COMUNE DI MANDELLO DEL LARIO,AMMINISTRAZIONE LOCALE,00629950130,
7525,08/08/2013 11:26:00 AM,,PROVINCIA DI BERGAMO,AMMINISTRAZIONE LOCALE,80004870160,00639600162
186746,14/03/2017 06:37:00 PM,10383,PALAZZOLO SULL'OGLIO,AMMINISTRAZIONE LOCALE,00400530176,00559720982
54644,05/12/2014 10:36:00 AM,11012,LIVRAGA,AMMINISTRAZIONE LOCALE,82501550154,
53386,04/12/2014 12:40:00 PM,,CM TRIANGOLO LARIANO,AMMINISTRAZIONE LOCALE,82002800132,02717630137
104319,10/10/2016 06:13:00 PM,10025,COMUNE DI BERGAMO,AMMINISTRAZIONE LOCALE,80034840167,
97764,20/11/2015 03:35:00 PM,11299,COMUNE DI TRAVACO' SICCOMARIO,AMMINISTRAZIONE LOCALE,00468090188,
104086,08/06/2016 02:49:00 PM,11277,COMUNE DI SANTA GIULETTA,AMMINISTRAZIONE LOCALE,00240820183,
85741,29/07/2015 03:34:00 PM,,CUCCIAGO,AMMINISTRAZIONE LOCALE,81001230135,
8190,10/06/2013 06:08:00 PM,,COMUNE DI MONTALTO PAVESE,AMMINISTRAZIONE LOCALE,95020430187,
150160,21/11/2016 05:33:00 PM,,SAN DONATO MILANESE,AMMINISTRAZIONE LOCALE,00828590158,
51943,17/11/2014 05:49:00 PM,11059,PESCHIERA BORROMEO,AMMINISTRAZIONE LOCALE,80101570150,
132854,07/06/2016 11:03:00 AM,51966,C.M. VALTELLINA DI TIRANO,AMMINISTRAZIONE LOCALE,92002800149,
103559,22/12/2015 12:44:00 PM,13605,COMUNITA' MONTANA DI VALLE TROMPIA,AMMINISTRAZIONE LOCALE,83001710173,
161468,15/02/2017 03:40:00 PM,,Comune di Cologno Monzese (MI),AMMINISTRAZIONE LOCALE,03353020153,
158967,22/12/2016 04:39:00 PM,11609,PROVINCIA DI VARESE,AMMINISTRAZIONE LOCALE,80000710121,
222966,02/10/2017 03:49:00 PM,10330,GOTTOLENGO,AMMINISTRAZIONE LOCALE,00000000000,
213135,26/06/2017 04:27:00 PM,,COMUNE DI TERNO D'ISOLA,AMMINISTRAZIONE LOCALE,82005730161,
99236,24/11/2015 11:41:00 AM,,PROVINCIA DI VARESE,AMMINISTRAZIONE LOCALE,80000710121,00397700121
