Data_Realizzazione;Stato;ID;ID_Gestore
2013-04-10;DA REALIZZARE;1709180139;8
2013-04-10;DA REALIZZARE;1709180147;9
2013-04-10;REALIZZATO;1709180153;10
2013-04-11;REALIZZATO;1709180155;1
2013-04-11;REALIZZATO;1709180187;2
2013-04-11;REALIZZATO;1709180191;3
2013-04-11;REALIZZATO;1709180196;4
2013-04-11;REALIZZATO;1709180202;5
2013-04-11;REALIZZATO;1710276468;6
2013-04-11;REALIZZATO;1710609015;7
2013-04-11;DA REALIZZARE;1712666857;8
2013-04-11;DA REALIZZARE;1713498573;9
2013-04-11;DA REALIZZARE;1714210039;10
2013-04-11;DA REALIZZARE;1718419707;1
2013-04-11;DA REALIZZARE;1718517803;2
2013-04-11;DA REALIZZARE;1718560841;3
2013-04-11;REALIZZATO;1719067609;4
2013-04-11;REALIZZATO;1721214131;5
2013-04-12;REALIZZATO;1721214235;6
2013-04-12;REALIZZATO;1723398922;7
2013-04-12;REALIZZATO;1723399837;8
2013-04-12;REALIZZATO;1726381867;9
2013-04-12;REALIZZATO;1726648919;10
2013-04-12;REALIZZATO;1727019986;1
2013-04-12;REALIZZATO;1727880245;2
2013-04-12;REALIZZATO;1728533021;3
2013-04-12;REALIZZATO;1728954941;4
2013-04-15;REALIZZATO;1728974475;5
2013-04-15;REALIZZATO;1728974497;6
2013-04-15;REALIZZATO;1729237373;7
2013-04-15;REALIZZATO;1733045752;8
2013-04-15;REALIZZATO;1735123553;9
2013-04-15;DA REALIZZARE;1735793441;10
2013-04-15;DA REALIZZARE;1736166587;1
2013-04-15;DA REALIZZARE;1736652076;2
2013-04-15;DA REALIZZARE;1736726398;3
2013-04-15;DA REALIZZARE;1736735990;4
2013-04-15;DA REALIZZARE;1736971038;5
2013-04-15;DA REALIZZARE;1737155046;6
2013-04-15;DA REALIZZARE;1737437145;7
2013-04-15;DA REALIZZARE;1737549146;8
2013-04-15;DA REALIZZARE;1737677776;9
2013-04-15;DA REALIZZARE;1737724334;10
2013-04-15;DA REALIZZARE;1737737719;1
2013-04-15;DA REALIZZARE;1737737720;2
2013-04-15;DA REALIZZARE;1737737721;3
2013-04-15;REALIZZATO;1737742183;4
2013-04-15;REALIZZATO;1737756775;5
2013-04-15;REALIZZATO;1738041227;6
2013-04-15;REALIZZATO;1738059768;7
2013-04-15;REALIZZATO;1738059769;8
2013-04-15;REALIZZATO;1738197965;9
2013-04-16;REALIZZATO;1738200549;10
2013-04-16;REALIZZATO;1738240164;1
2013-04-16;REALIZZATO;1738240165;2
2013-04-16;REALIZZATO;1738240734;3
2013-04-16;REALIZZATO;1738902365;4
2013-04-16;REALIZZATO;1738947272;5
2013-04-16;REALIZZATO;1738974839;6
2013-04-16;REALIZZATO;1739016464;7
2013-04-16;REALIZZATO;1739200221;8
2013-04-16;REALIZZATO;1739206289;9
2013-04-16;REALIZZATO;1739206290;10
2013-04-16;REALIZZATO;1739287390;1
2013-04-16;REALIZZATO;1740131844;2
2013-04-16;REALIZZATO;1740217971;3
2013-04-16;REALIZZATO;1740229926;4
2013-04-16;REALIZZATO;1740240284;5
2013-04-16;REALIZZATO;1740243807;6
2013-04-16;REALIZZATO;1740734143;7
2013-04-16;REALIZZATO;1740750965;8
2013-04-16;REALIZZATO;1740751055;9
2013-04-16;REALIZZATO;1741874049;10
2013-04-16;REALIZZATO;1741874051;1
2013-04-16;REALIZZATO;1741975956;2
2013-04-16;REALIZZATO;1742581044;3
2013-04-16;REALIZZATO;1743375760;4
2013-04-18;REALIZZATO;1743748331;5
2013-04-18;REALIZZATO;1744351534;6
2013-04-18;REALIZZATO;1745755902;7
2013-04-18;REALIZZATO;1745841741;8
2013-04-18;REALIZZATO;1747586640;9
2013-04-18;REALIZZATO;1747932615;10
2013-04-18;REALIZZATO;1749636989;1
2013-04-18;REALIZZATO;1753685945;2
2013-04-18;REALIZZATO;1753863405;3
2013-04-18;REALIZZATO;1756962063;4
2013-04-18;REALIZZATO;1756978293;5
2013-04-18;REALIZZATO;1759729310;6
2013-04-18;REALIZZATO;1759729322;7
2013-04-18;REALIZZATO;1760417559;8
2013-04-18;REALIZZATO;1760706869;9
2013-04-23;REALIZZATO;1760734656;10
2013-04-23;REALIZZATO;1760780543;1
2013-04-23;REALIZZATO;1761217580;2
2013-04-23;REALIZZATO;1761453959;3
2013-04-23;REALIZZATO;1761493428;4
2013-04-23;REALIZZATO;1762422629;5
2013-04-23;REALIZZATO;1762422630;6
2013-04-23;REALIZZATO;1762422631;7
2013-05-02;REALIZZATO;1762454709;8
2013-05-02;REALIZZATO;1762454710;9
2013-05-02;REALIZZATO;1762520895;10
2013-05-02;REALIZZATO;1762520896;1
2013-05-02;REALIZZATO;1762520897;2
2013-05-06;REALIZZATO;1762520898;3
2013-05-06;REALIZZATO;1762520899;4
2013-05-06;REALIZZATO;1762520902;5
2013-05-06;REALIZZATO;1762520904;6
2013-05-06;REALIZZATO;1762520908;7
2013-05-06;REALIZZATO;1762520922;8
2013-05-06;REALIZZATO;1762520924;9
2013-05-06;REALIZZATO;1762520925;10
2013-05-06;REALIZZATO;1762520926;1
2013-05-06;REALIZZATO;1762520927;2
2013-05-06;REALIZZATO;1762520928;3
2013-05-06;REALIZZATO;1763898488;4
2013-05-06;REALIZZATO;1765118484;5
2013-05-06;REALIZZATO;1765118486;6
2013-05-06;REALIZZATO;1765118487;7
2013-05-06;REALIZZATO;1765118488;8
2013-05-06;REALIZZATO;1765623646;9
2013-05-06;REALIZZATO;1766729924;10
2013-05-06;REALIZZATO;1768195862;1
2013-05-06;REALIZZATO;1768359089;2
2013-05-06;REALIZZATO;1768997031;3
2013-05-06;REALIZZATO;1769168450;4
2013-05-06;REALIZZATO;1770256190;5
2013-05-09;REALIZZATO;1771209426;6
2013-05-09;REALIZZATO;1772346005;7
2013-05-09;REALIZZATO;1774909618;8
2013-05-09;REALIZZATO;1774909639;9
2013-05-09;REALIZZATO;1774915168;10
2013-05-09;REALIZZATO;1774917845;1
2013-05-09;REALIZZATO;1774917847;2
2013-05-09;REALIZZATO;1774921845;3
2013-05-09;REALIZZATO;1774933078;4
2013-05-09;REALIZZATO;1776586347;5
2013-05-09;REALIZZATO;1776958493;6
2013-05-09;REALIZZATO;1777818204;7
2013-05-09;REALIZZATO;1779136150;8
2013-05-09;REALIZZATO;1781441684;9
2013-05-10;REALIZZATO;1782676237;10
2013-05-10;REALIZZATO;1783143662;1
2013-05-10;REALIZZATO;1783143680;2
2013-05-10;REALIZZATO;1783143681;3
2013-05-10;REALIZZATO;1783147645;4
2013-05-10;REALIZZATO;1784124795;5
2013-05-10;REALIZZATO;1784124971;6
2013-05-10;REALIZZATO;1785840514;7
2013-05-10;REALIZZATO;1786938750;8
2013-05-10;REALIZZATO;1787613243;9
2013-05-10;REALIZZATO;1787959866;10
2013-05-10;REALIZZATO;1790502344;1
2013-05-10;REALIZZATO;1791992234;2
2013-05-10;REALIZZATO;1794067267;3
2013-05-10;REALIZZATO;1794126940;4
2013-05-10;REALIZZATO;1795526257;5
2013-05-10;REALIZZATO;1795526393;6
2013-05-10;REALIZZATO;1797947015;7
2013-05-10;REALIZZATO;1797947016;8
2013-05-10;REALIZZATO;1797947017;9
2013-05-10;REALIZZATO;1797947018;10
2013-05-10;REALIZZATO;1797947236;1
2013-05-10;REALIZZATO;1797947515;2
2013-05-10;REALIZZATO;1797968227;3
2013-05-21;REALIZZATO;1799258463;4
2013-05-21;REALIZZATO;1799686892;5
2013-05-23;REALIZZATO;1800180529;6
2013-05-23;REALIZZATO;1800180530;7
2013-05-23;REALIZZATO;1800180531;8
2013-05-23;REALIZZATO;1800180532;9
2013-05-23;REALIZZATO;1800180533;10
2013-05-23;REALIZZATO;1800180534;1
2013-05-23;REALIZZATO;1800180535;2
2013-05-23;REALIZZATO;1800209065;3
2013-05-23;REALIZZATO;1800231299;4
2013-05-23;REALIZZATO;1801311991;5
2013-05-23;REALIZZATO;1801356337;6
2013-05-23;REALIZZATO;1801586969;7
2013-05-23;REALIZZATO;1801653657;8
2013-05-23;REALIZZATO;1802475780;9
2013-05-23;REALIZZATO;1802475781;10
2013-05-24;REALIZZATO;1802475782;1
2013-05-24;REALIZZATO;1802475783;2
2013-05-24;REALIZZATO;1802475784;3
2013-05-24;REALIZZATO;1802475785;4
2013-05-24;REALIZZATO;1802475786;5
2013-05-24;REALIZZATO;1802475787;6
2013-05-27;REALIZZATO;1802475788;7
2013-05-27;REALIZZATO;1802475789;8
2013-05-27;REALIZZATO;1802475790;9
2013-05-27;REALIZZATO;1802475791;10
2013-05-27;REALIZZATO;1802475792;1
2013-05-27;REALIZZATO;1802475793;2
2013-05-27;REALIZZATO;1802475794;3
2013-05-27;REALIZZATO;1802475795;4
2013-05-27;REALIZZATO;1802475796;5
2013-05-27;REALIZZATO;1802475797;6
2013-05-27;REALIZZATO;1802475798;7
2013-05-27;REALIZZATO;1802475799;8
2013-05-27;REALIZZATO;1802475800;9
2013-05-27;REALIZZATO;1802475801;10
2013-05-27;REALIZZATO;1802475802;1
2013-05-27;REALIZZATO;1802475803;2
2013-05-27;REALIZZATO;1802475804;3
2013-05-27;REALIZZATO;1802475805;4
2013-05-28;REALIZZATO;1802475807;5
2013-05-28;REALIZZATO;1802475809;6
2013-05-28;REALIZZATO;1802475812;7
2013-05-28;REALIZZATO;1802475814;8
2013-05-28;DA REALIZZARE;1802475817;9
2013-05-28;DA REALIZZARE;1802475829;10
2013-05-29;DA REALIZZARE;1802475830;1
2013-05-29;DA REALIZZARE;1802475831;2
2013-05-29;DA REALIZZARE;1802475832;3
2013-05-29;DA REALIZZARE;1802475834;4
2013-05-29;DA REALIZZARE;1802475837;5
2013-05-29;REALIZZATO;1802475840;6
2013-05-29;REALIZZATO;1802475852;7
2013-05-29;REALIZZATO;1802475856;8
2013-05-29;REALIZZATO;1802475858;9
2013-05-29;REALIZZATO;1802475859;10
2013-05-29;REALIZZATO;1802475860;1
2013-05-29;REALIZZATO;1802475861;2
2013-05-31;REALIZZATO;1802475863;3
2013-05-31;REALIZZATO;1802475866;4
2013-05-31;REALIZZATO;1802475880;5
2013-05-31;REALIZZATO;1802475884;6
2013-05-31;REALIZZATO;1802475886;7
2013-05-31;REALIZZATO;1802475887;8
2013-05-31;REALIZZATO;1802475888;9
2013-05-31;REALIZZATO;1802475889;10
2013-05-31;REALIZZATO;1802475890;1
2013-05-31;REALIZZATO;1802475893;2
2013-05-31;REALIZZATO;1802475906;3
2013-05-31;REALIZZATO;1802475909;4
2013-05-31;REALIZZATO;1802475912;5
2013-05-31;REALIZZATO;1802475915;6
2013-05-31;REALIZZATO;1802475916;7
2013-05-31;REALIZZATO;1802475917;8
2013-05-31;REALIZZATO;1805687611;9
2013-05-31;REALIZZATO;1808620439;10
2013-05-31;REALIZZATO;1808620441;1
2013-05-31;REALIZZATO;1808620445;2
2013-05-31;REALIZZATO;1809591137;3
2013-05-31;REALIZZATO;1810245687;4
2013-05-31;REALIZZATO;1813544391;5
2013-05-31;REALIZZATO;1814845529;6
2013-05-31;REALIZZATO;1815340210;7
2013-05-31;REALIZZATO;1815398957;8
2013-06-04;REALIZZATO;1815398958;9
2013-06-04;REALIZZATO;1815583048;10
2013-06-04;REALIZZATO;1815583049;1
2013-06-04;REALIZZATO;1815602128;2
2013-06-04;REALIZZATO;1817869162;3
2013-06-04;REALIZZATO;1818308995;4
2013-06-04;REALIZZATO;1818774454;5
2013-06-04;REALIZZATO;1818896097;6
2013-06-04;REALIZZATO;1819125978;7
2013-06-05;REALIZZATO;1820280603;8
2013-06-05;REALIZZATO;1820438277;9
2013-06-05;REALIZZATO;1820451565;10
2013-06-05;REALIZZATO;1820812898;1
2013-06-05;REALIZZATO;1820882145;2
2013-06-05;REALIZZATO;1820886090;3
2013-06-05;REALIZZATO;1820889930;4
2013-06-05;REALIZZATO;1823372068;5
2013-06-05;REALIZZATO;1824092656;6
2013-06-05;REALIZZATO;1824125379;7
2013-06-05;REALIZZATO;1824746848;8
2013-06-05;REALIZZATO;1824746860;9
2013-06-05;REALIZZATO;1825158429;10
2013-06-05;REALIZZATO;1825158430;1
2013-06-05;REALIZZATO;1825158431;2
2013-06-05;REALIZZATO;1825158432;3
2013-06-05;REALIZZATO;1825158433;4
2013-06-05;REALIZZATO;1825158434;5
2013-06-10;REALIZZATO;1825158435;6
2013-06-10;REALIZZATO;1825158436;7
2013-06-10;REALIZZATO;1825158437;8
2013-06-10;REALIZZATO;1825158438;9
2013-06-10;REALIZZATO;1825160085;10
2013-06-10;REALIZZATO;1825160086;1
2013-06-10;REALIZZATO;1825160112;2
2013-06-10;REALIZZATO;1825160123;3
2013-06-10;REALIZZATO;1825160135;4
2013-06-10;REALIZZATO;1825160139;5
2013-06-10;REALIZZATO;1825160140;6
2013-06-10;REALIZZATO;1825160141;7
2013-06-10;REALIZZATO;1825160142;8
2013-06-10;REALIZZATO;1825160144;9
2013-06-10;REALIZZATO;1825169779;10
2013-06-10;REALIZZATO;1825169784;1
2013-06-10;REALIZZATO;1825169785;2
2013-06-10;REALIZZATO;1825171527;3
2013-06-10;REALIZZATO;1825171532;4
2013-06-11;REALIZZATO;1825171536;5
2013-06-11;REALIZZATO;1825171538;6
2013-06-11;REALIZZATO;1825171541;7
2013-06-11;REALIZZATO;1825171544;8
2013-06-11;REALIZZATO;1825171563;9
2013-06-11;REALIZZATO;1825171566;10
2013-06-13;REALIZZATO;1825175636;1
2013-06-13;REALIZZATO;1825177491;2
2013-06-13;REALIZZATO;1825177494;3
2013-06-13;REALIZZATO;1825177497;4
2013-06-13;REALIZZATO;1825178360;5
2013-06-13;REALIZZATO;1825178362;6
2013-06-13;REALIZZATO;1825179130;7
2013-06-13;REALIZZATO;1827008858;8
2013-06-13;REALIZZATO;1827008868;9
2013-06-14;REALIZZATO;1827008874;10
2013-06-14;REALIZZATO;1827008885;1
2013-06-14;REALIZZATO;1827467766;2
2013-06-14;REALIZZATO;1828105659;3
2013-06-14;REALIZZATO;1828105667;4
2013-06-14;REALIZZATO;1831413062;5
2013-06-14;REALIZZATO;1831966763;6
2013-06-14;REALIZZATO;1831966764;7
2013-06-14;REALIZZATO;1831966765;8
2013-06-14;REALIZZATO;1834432315;9
2013-06-14;REALIZZATO;1835088617;10
2013-06-14;REALIZZATO;1835620422;1
2013-06-14;REALIZZATO;1835703414;2
2013-06-14;REALIZZATO;1837078134;3
2013-06-14;REALIZZATO;1837078135;4
2013-06-14;REALIZZATO;1837078136;5
2013-06-14;REALIZZATO;1837078137;6
2013-06-14;REALIZZATO;1837078138;7
2013-06-14;REALIZZATO;1837095756;8
2013-06-14;REALIZZATO;1837095757;9
2013-06-14;REALIZZATO;1837095758;10
2013-06-17;REALIZZATO;1837904982;1
2013-06-17;REALIZZATO;1838228350;2
2013-06-17;REALIZZATO;1838657124;3
2013-06-17;REALIZZATO;1838657155;4
2013-06-17;REALIZZATO;1838657167;5
2013-06-17;REALIZZATO;1838659278;6
2013-06-17;REALIZZATO;1839277513;7
2013-06-17;REALIZZATO;1840577175;8
2013-06-17;REALIZZATO;1844467565;9
2013-06-17;REALIZZATO;1849078304;10
2013-06-17;REALIZZATO;1850005710;1
2013-06-17;REALIZZATO;1850526407;2
2013-06-17;REALIZZATO;1850551925;3
2013-06-17;REALIZZATO;1850876920;4
2013-06-17;REALIZZATO;1851167669;5
2013-06-18;REALIZZATO;1851767575;6
2013-06-18;REALIZZATO;1851767582;7
2013-06-18;REALIZZATO;1851767585;8
2013-06-18;REALIZZATO;1851813085;9
2013-06-18;REALIZZATO;1857978243;10
2013-06-21;REALIZZATO;1860961222;1
2013-06-21;REALIZZATO;1861884136;2
2013-06-21;REALIZZATO;1861884671;3
2013-06-21;REALIZZATO;1863353561;4
2013-06-21;REALIZZATO;1863444590;5
2013-06-21;REALIZZATO;1863680359;6
2013-06-21;REALIZZATO;1863680360;7
2013-06-21;REALIZZATO;1863680361;8
2013-06-21;REALIZZATO;1864286886;9
2013-06-21;REALIZZATO;1864330690;10
2013-06-21;REALIZZATO;1864330713;1
2013-06-21;REALIZZATO;1869150973;2
2013-06-21;REALIZZATO;1870693261;3
2013-06-21;REALIZZATO;1873747021;4
2013-06-21;REALIZZATO;1874495228;5
2013-06-21;REALIZZATO;1878887598;6
2013-06-21;REALIZZATO;1879928238;7
2013-06-21;REALIZZATO;1880463857;8
2013-06-21;REALIZZATO;1881209455;9
2013-06-21;REALIZZATO;1883567738;10
2013-06-21;REALIZZATO;1883567741;1
2013-06-21;REALIZZATO;1883567744;2
2013-06-21;REALIZZATO;1883567760;3
2013-06-24;REALIZZATO;1883567783;4
2013-06-24;REALIZZATO;1883596665;5
2013-06-24;REALIZZATO;1883596666;6
2013-06-24;REALIZZATO;1884993916;7
2013-06-24;REALIZZATO;1885811027;8
2013-06-24;REALIZZATO;1885811042;9
2013-06-24;REALIZZATO;1886863803;10
2013-06-24;REALIZZATO;1891490610;1
2013-06-24;REALIZZATO;1892270596;2
2013-06-24;REALIZZATO;1894625680;3
2013-06-24;REALIZZATO;1894625724;4
2013-06-24;REALIZZATO;1898539021;5
2013-06-24;REALIZZATO;1903799907;6
2013-06-24;REALIZZATO;1904884570;7
2013-06-24;REALIZZATO;1907058541;8
2013-06-24;REALIZZATO;1910352038;9
2013-06-25;REALIZZATO;1911408043;10
2013-06-25;REALIZZATO;1912156715;1
2013-06-25;REALIZZATO;1912212471;2
2013-06-25;REALIZZATO;1912212473;3
2013-06-25;REALIZZATO;1914010844;4
2013-06-25;REALIZZATO;1915697809;5
2013-06-25;REALIZZATO;1918529939;6
2013-06-25;REALIZZATO;1918530206;7
2013-06-25;REALIZZATO;1918647006;8
2013-06-25;REALIZZATO;1920935885;9
2013-06-25;REALIZZATO;1922557128;10
2013-06-26;DA REALIZZARE;1924213374;1
2013-06-26;DA REALIZZARE;1924916963;2
2013-06-26;DA REALIZZARE;1926732318;3
2013-06-26;DA REALIZZARE;1928890181;4
2013-06-28;DA REALIZZARE;1929700622;5
2013-06-28;DA REALIZZARE;1934826029;6
2013-06-28;DA REALIZZARE;1934840158;7
2013-06-28;DA REALIZZARE;1937162304;8
2013-06-28;DA REALIZZARE;1937162304;9
2013-06-28;DA REALIZZARE;1937452368;10
2013-07-03;DA REALIZZARE;1937724911;1
2013-07-03;DA REALIZZARE;1942749032;2
2013-07-03;REALIZZATO;1943034917;3
2013-07-03;REALIZZATO;1949840431;4
2013-07-03;REALIZZATO;1950602732;5
2013-07-03;REALIZZATO;1953832117;6
2013-07-03;REALIZZATO;1957999037;7
2013-07-03;REALIZZATO;1959410699;8
2013-07-03;REALIZZATO;1960315041;9
2013-07-03;REALIZZATO;1961527035;10
2013-07-03;REALIZZATO;1966828821;1
2013-07-03;REALIZZATO;1966845218;2
2013-07-03;REALIZZATO;1966845218;3
2013-07-03;REALIZZATO;1967839773;4
2013-07-03;DA REALIZZARE;1976156936;5
2013-07-03;DA REALIZZARE;1976174325;6
2013-07-03;DA REALIZZARE;1976524218;7
2013-07-03;DA REALIZZARE;1977800134;8
2013-07-03;DA REALIZZARE;1978395454;9
2013-07-03;DA REALIZZARE;1978410453;10
2013-07-03;DA REALIZZARE;1979167693;1
2013-07-03;DA REALIZZARE;1979168118;2
2013-07-03;DA REALIZZARE;1979168975;3
2013-07-03;DA REALIZZARE;1979168978;4
2013-07-08;DA REALIZZARE;1979169741;5
2013-07-08;DA REALIZZARE;1979173151;6
2013-07-08;REALIZZATO;1979173153;7
2013-07-08;REALIZZATO;1980755936;8
2013-07-08;REALIZZATO;1983541651;9
2013-07-08;REALIZZATO;1984453053;10
2013-07-08;REALIZZATO;1985847945;1
2013-07-08;REALIZZATO;1985847954;2
2013-07-08;REALIZZATO;1986727325;3
2013-07-08;REALIZZATO;1987976642;4
2013-07-08;REALIZZATO;1987978780;5
2013-07-08;REALIZZATO;1987985573;6
2013-07-08;REALIZZATO;1987988448;7
2013-07-08;REALIZZATO;1988956326;8
2013-07-08;REALIZZATO;1989309687;9
2013-07-11;REALIZZATO;1989413754;10
2013-07-11;REALIZZATO;1989447359;1
2013-07-11;REALIZZATO;1990995970;2
2013-07-11;REALIZZATO;1993705567;3
2013-07-11;REALIZZATO;1993832205;4
2013-07-11;REALIZZATO;1995600805;5
2013-07-11;REALIZZATO;1995600809;6
2013-07-11;REALIZZATO;1996193905;7
2013-07-11;REALIZZATO;1996193956;8
2013-07-11;REALIZZATO;1997090703;9
2013-07-11;REALIZZATO;1999305699;10
2013-07-11;REALIZZATO;1999612766;1
2013-07-11;REALIZZATO;2001418215;2
2013-07-11;REALIZZATO;2002425738;3
2013-07-11;REALIZZATO;2002442520;4
2013-07-11;REALIZZATO;2002447560;5
2013-07-11;REALIZZATO;2002447564;6
2013-07-11;REALIZZATO;2002447566;7
2013-07-11;REALIZZATO;2002447567;8
2013-07-11;REALIZZATO;2002447568;9
2013-07-11;REALIZZATO;2002447569;10
2013-07-11;REALIZZATO;2008973099;1
2013-07-11;REALIZZATO;2010541613;2
2013-07-11;REALIZZATO;2012579591;3
2013-07-15;REALIZZATO;2013000354;4
2013-07-15;REALIZZATO;2013355253;5
2013-07-15;REALIZZATO;2013621238;6
2013-07-15;REALIZZATO;2016376452;7
2013-07-15;DA REALIZZARE;2016890133;8
2013-07-15;DA REALIZZARE;2017454307;9
2013-07-15;DA REALIZZARE;2018597084;10
2013-07-15;DA REALIZZARE;2018665701;1
2013-07-15;DA REALIZZARE;2020712846;2
2013-07-15;DA REALIZZARE;2020712873;3
2013-07-15;DA REALIZZARE;2021407144;4
2013-07-15;DA REALIZZARE;2021644896;5
2013-07-29;DA REALIZZARE;2021644897;6
2013-07-29;REALIZZATO;2022167412;7
2013-08-01;REALIZZATO;2022167413;8
2013-08-01;REALIZZATO;2022187947;9
2013-08-01;REALIZZATO;2022187954;10
2013-08-01;REALIZZATO;2022187958;1
2013-08-01;REALIZZATO;2022210135;2
2013-08-01;REALIZZATO;2022210138;3
2013-08-01;REALIZZATO;2023120675;4
2013-08-01;REALIZZATO;2024465194;5
2013-08-01;REALIZZATO;2026227321;6
2013-08-01;REALIZZATO;2026304229;7
2013-08-01;REALIZZATO;2026304233;8
2013-08-01;REALIZZATO;2027893553;9
2013-08-01;REALIZZATO;2027893555;10
2013-08-01;REALIZZATO;2027893556;1
2013-08-01;REALIZZATO;2030924821;2
2013-08-01;REALIZZATO;2031624097;3
2013-08-01;REALIZZATO;2035599017;4
2013-08-01;REALIZZATO;2037076060;5
2013-08-09;REALIZZATO;2037221712;6
2013-08-09;REALIZZATO;2039950334;7
2013-08-09;REALIZZATO;2041776901;8
2013-08-09;REALIZZATO;2041914013;9
2013-08-09;REALIZZATO;2045777746;10
2013-08-09;REALIZZATO;2045851148;1
2013-08-09;REALIZZATO;2045881748;2
2013-08-09;REALIZZATO;2045881749;3
2013-08-09;REALIZZATO;2050269693;4
2013-08-09;REALIZZATO;2051211706;5
2013-08-09;REALIZZATO;2052853385;6
2013-08-09;REALIZZATO;2053032923;7
2013-08-09;REALIZZATO;2053197027;8
2013-08-09;REALIZZATO;2054206213;9
2013-08-09;REALIZZATO;2054206214;10
2013-08-09;REALIZZATO;2054206215;1
2013-08-09;REALIZZATO;2054777423;2
2013-08-09;REALIZZATO;2054810784;3
2013-08-09;REALIZZATO;2056816068;4
2013-08-09;REALIZZATO;2057400844;5
2013-09-13;REALIZZATO;2058170260;6
2013-09-13;REALIZZATO;2058705012;7
2013-09-13;REALIZZATO;2058920768;8
2013-09-13;REALIZZATO;2058920811;9
2013-09-17;REALIZZATO;2058920898;10
2013-09-17;REALIZZATO;2058920903;1
2013-09-17;REALIZZATO;2058920952;2
2013-09-17;REALIZZATO;2058920958;3
2013-09-17;REALIZZATO;2058920978;4
2013-09-17;REALIZZATO;2059716978;5
2013-09-17;REALIZZATO;2059747640;6
2013-09-17;REALIZZATO;2060154382;7
2013-09-17;REALIZZATO;2060154386;8
2013-09-17;REALIZZATO;2060154395;9
2013-09-17;REALIZZATO;2060734693;10
2013-09-17;REALIZZATO;2060734710;1
2013-09-17;REALIZZATO;2060754490;2
2013-09-17;REALIZZATO;2060754509;3
2013-09-17;REALIZZATO;2063198330;4
2013-09-17;REALIZZATO;2063198335;5
2013-09-17;REALIZZATO;2063198347;6
2013-09-17;REALIZZATO;2063614831;7
2013-09-17;REALIZZATO;2065509762;8
2013-09-17;REALIZZATO;2065523763;9
2013-09-17;REALIZZATO;2065572453;10
2013-09-19;REALIZZATO;2065572454;1
2013-09-19;REALIZZATO;2065572518;2
2013-09-23;DA REALIZZARE;2065572523;3
2013-09-23;DA REALIZZARE;2066258893;4
2013-09-26;DA REALIZZARE;2066961527;5
2013-09-26;DA REALIZZARE;2068039118;6
2013-09-26;DA REALIZZARE;2068240790;7
2013-10-07;DA REALIZZARE;2068596326;8
2013-10-07;DA REALIZZARE;2068971620;9
2013-10-07;DA REALIZZARE;2068998016;10
2013-10-07;DA REALIZZARE;2071942591;1
2013-10-07;REALIZZATO;2072019043;2
2013-10-07;REALIZZATO;2073245131;3
2013-10-07;REALIZZATO;2074195208;4
2013-10-07;REALIZZATO;2074321326;5
2013-10-07;REALIZZATO;2078565013;6
2013-10-07;REALIZZATO;2079889085;7
2013-10-07;REALIZZATO;2080035407;8
2013-10-07;REALIZZATO;2080058244;9
2013-10-07;REALIZZATO;2080058247;10
2013-10-07;REALIZZATO;2080058264;1
2013-10-07;REALIZZATO;2080058393;2
2013-10-07;REALIZZATO;2080903457;3
2013-10-07;REALIZZATO;2080903458;4
2013-10-07;REALIZZATO;2081056987;5
2013-10-07;REALIZZATO;2081076270;6
2013-10-07;REALIZZATO;2081935966;7
2013-10-07;REALIZZATO;2081977523;8
2013-10-07;REALIZZATO;2082000069;9
2013-10-07;REALIZZATO;2083098174;10
2013-10-07;REALIZZATO;2083118214;1
2013-10-07;REALIZZATO;2085117464;2
2013-10-07;REALIZZATO;2085259981;3
2013-10-07;REALIZZATO;2086914032;4
2013-10-07;REALIZZATO;2087510818;5
2013-10-07;REALIZZATO;2087584452;6
2013-10-07;REALIZZATO;2088953582;7
2013-10-07;REALIZZATO;2088989322;8
2013-10-07;REALIZZATO;2089047395;9
2013-10-17;REALIZZATO;2089052904;10
2013-10-17;REALIZZATO;2089887184;1
2013-10-17;REALIZZATO;2090362863;2
2013-10-17;REALIZZATO;2090362940;3
2013-10-17;REALIZZATO;2090362987;4
2013-10-17;REALIZZATO;2090362990;5
2013-10-17;REALIZZATO;2090711392;6
2013-10-17;REALIZZATO;2091274371;7
2013-10-17;REALIZZATO;2091433749;8
2013-10-17;REALIZZATO;2091433769;9
2013-10-17;REALIZZATO;2091433771;10
2013-10-17;REALIZZATO;2091433772;1
2013-10-21;REALIZZATO;2091433774;2
2013-10-21;REALIZZATO;2091433775;3
2013-10-21;REALIZZATO;2091433781;4
2013-10-21;REALIZZATO;2091433823;5
2013-10-21;REALIZZATO;2091477578;6
2013-10-21;REALIZZATO;2091477581;7
2013-10-21;REALIZZATO;2094086188;8
2013-10-21;REALIZZATO;2094735187;9
2013-10-21;REALIZZATO;2097332590;10
2013-10-21;REALIZZATO;2098337779;1
2013-10-21;REALIZZATO;2098743446;2
2013-10-21;REALIZZATO;2098797454;3
2013-10-21;REALIZZATO;2098841786;4
2013-10-21;REALIZZATO;2098841787;5
2013-10-21;REALIZZATO;2098841788;6
2013-10-21;REALIZZATO;2099819995;7
2013-11-12;REALIZZATO;2103221553;8
2013-11-12;DA REALIZZARE;2103477727;9
2013-11-12;DA REALIZZARE;2103949253;10
2013-11-12;DA REALIZZARE;2103949267;1
2013-11-12;DA REALIZZARE;2103949271;2
2013-11-12;DA REALIZZARE;2103949587;3
2013-11-12;DA REALIZZARE;2105782354;4
2013-11-12;DA REALIZZARE;2106054914;5
